,DATE,TRADE DETAILS,TRADE DETAILS.18,Team_x,receivedx,Team_y,receivedy
105,"Nov. 15, 2014","Columbus Blue Jackets Acquire:Jordan Leopold ($500,000 retained - 22.2%) · $2,250,000$2,250,000$2,250,000Sum: $2,250,000$2,250,000$2,250,000Change: +$2,250,000Change: +$2,250,000Change: +$2,250,000","St. Louis Blues Acquire:2016 5th round pick (CBJ - #125 - Nolan Stevens)Sum: $0$0$0Change: -$2,250,000Change: -$2,250,000Change: -$2,250,000",Columbus Blue Jackets ,"Jordan Leopold ($500,000 retained - 22.2%)",St. Louis Blues ,2016 5th round pick (CBJ - #125 - Nolan Stevens)
106,"Nov. 11, 2014","Dallas Stars Acquire:Travis Moen · $1,850,000$1,850,000$1,850,000Sum: $1,850,000$1,850,000$1,850,000Change: -$3,150,000Change: -$3,150,000Change: -$3,150,000","Montreal Canadiens Acquire:Sergei Gonchar ($400,000 retained - 8%) · $5,000,000$5,000,000$5,000,000Sum: $5,000,000$5,000,000$5,000,000Change: +$3,150,000Change: +$3,150,000Change: +$3,150,000",Dallas Stars ,Travis Moen,Montreal Canadiens ,"Sergei Gonchar ($400,000 retained - 8%)"
107,"Oct. 6, 2014","Florida Panthers Acquire:Steven Kampfer · $550,000$550,000$550,000Andrew Yogan · $0$655,000$680,000 (AHL/JR)Sum: $550,000$1,205,000$1,230,000Change: +$550,000Change: +$605,000Change: +$1,230,000","New York Rangers Acquire:Joey Crabb · $0$600,000$600,000 (AHL/JR)Sum: $0$600,000$600,000Change: -$550,000Change: -$605,000Change: +$600,000",Florida Panthers ,Steven Kampfer,New York Rangers ,Joey Crabb
108,"Oct. 5, 2014","Montreal Canadiens Acquire:Eric Tangradi · $0$675,000$700,000 (AHL/JR)Sum: $0$675,000$700,000Change: -$475,000Change: -$725,000Change: -$700,000","Winnipeg Jets Acquire:Peter Budaj · $475,000$1,400,000$1,400,000 (AHL/JR)Patrick Holland · $0$0$0Sum: $475,000$1,400,000$1,400,000Change: +$475,000Change: +$725,000Change: +$700,000",Montreal Canadiens ,Eric Tangradi,Winnipeg Jets ,Peter Budaj
109,"Oct. 4, 2014","Chicago Blackhawks Acquire:T.J. Brennan · $0$600,000$600,000 (AHL/JR)Ville Pokka · $0$925,000$925,000 (AHL/JR)Kent Simpson · $0$631,666$640,000Anders Nilsson · $0$0$0 (Signing Rights)Sum: $0$2,156,666$2,165,000Change: -$2,700,000Change: -$543,334Change: +$2,165,000","New York Islanders Acquire:Nick Leddy · $2,700,000$2,700,000$3,400,000Sum: $2,700,000$2,700,000$3,400,000Change: +$2,700,000Change: +$543,334Change: +$3,400,000",Chicago Blackhawks ,T.J. Brennan,New York Islanders ,Nick Leddy
110,"Oct. 4, 2014","Boston Bruins Acquire:2015 2nd round pick (PHI - #37 - Brandon Carlo)2016 2nd round pick (NYI - #49 - Ryan Lindgren)Sum: $0$0$0Change: -$6,000,000Change: -$6,000,000Change: $0","New York Islanders Acquire:Johnny Boychuk · $6,000,000$6,000,000$7,500,000Sum: $6,000,000$6,000,000$7,500,000Change: +$6,000,000Change: +$6,000,000Change: +$7,500,000",Boston Bruins ,2015 2nd round pick (PHI - #37 - Brandon Carlo)2016 2nd round pick (NYI - #49 - Ryan Lindgren),New York Islanders ,Johnny Boychuk
111,"Jul. 9, 2014","Buffalo Sabres Acquire:Jordan Samuels-Thomas · $0$640,000$640,000 (AHL/JR)Sum: $0$640,000$640,000Change: $0Change: +$640,000Change: +$640,000","Winnipeg Jets Acquire:2015 7th round pick (BUF - #182 - Ivan Chukarov) [Conditional]**Conditions: Details unknown Result: Details not metSum: $0$0$0Change: $0Change: -$640,000Change: $0",Buffalo Sabres ,Jordan Samuels-Thomas,Winnipeg Jets ,2015 7th round pick (BUF - #182 - Ivan Chukarov) [Conditional]**Conditions: Details unknown Result: Details not met
112,"Jul. 2, 2014","Philadelphia Flyers Acquire:2015 3rd round pick (SJS - #70 - Felix Sandström)Sum: $0$0$0Change: -$600,000Change: -$600,000Change: -$600,000","San Jose Sharks Acquire:Tye McGinn · $600,000$600,000$600,000Sum: $600,000$600,000$600,000Change: +$600,000Change: +$600,000Change: +$600,000",Philadelphia Flyers ,2015 3rd round pick (SJS - #70 - Felix Sandström),San Jose Sharks ,Tye McGinn
113,"Jul. 1, 2014","Columbus Blue Jackets Acquire:Jerry D'Amigo · $0$850,500$850,500 (AHL/JR)2015 7th round pick (TOR - #185 - Nikita Korostelev) [Conditional]**Conditions: Details unknown Result: Details not metSum: $0$850,500$850,500Change: $0Change: +$850,500Change: +$850,500","Toronto Maple Leafs Acquire:Matt Frattin · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: -$850,500Change: -$850,500",Columbus Blue Jackets ,Jerry D'Amigo,Toronto Maple Leafs ,Matt Frattin
114,"Jul. 1, 2014","Buffalo Sabres Acquire:Josh Gorges · $3,900,000$3,900,000$3,900,000Sum: $3,900,000$3,900,000$3,900,000Change: +$3,900,000Change: +$3,900,000Change: +$3,900,000","Montreal Canadiens Acquire:2016 2nd round pick (MIN - #45 - Chad Krys)Sum: $0$0$0Change: -$3,900,000Change: -$3,900,000Change: $0",Buffalo Sabres ,Josh Gorges,Montreal Canadiens ,2016 2nd round pick (MIN - #45 - Chad Krys)
115,"Jul. 1, 2014","Colorado Avalanche Acquire:Brad Stuart · $3,600,000$3,600,000$3,600,000Sum: $3,600,000$3,600,000$3,600,000Change: +$3,600,000Change: +$3,600,000Change: +$3,600,000","San Jose Sharks Acquire:2016 2nd round pick (COL - #40 - Cameron Morrison)2017 6th round pick (COL - #156 - Denis Smirnov)Sum: $0$0$0Change: -$3,600,000Change: -$3,600,000Change: $0",Colorado Avalanche ,Brad Stuart,San Jose Sharks ,2016 2nd round pick (COL - #40 - Cameron Morrison)2017 6th round pick (COL - #156 - Denis Smirnov)
116,"Jul. 1, 2014","Dallas Stars Acquire:Jason Spezza · $7,000,000$7,000,000$4,000,000Ludwig Karlsson · $0$925,000$925,000 (AHL/JR)Sum: $7,000,000$7,925,000$4,925,000Change: +$6,133,333Change: +$5,573,333Change: +$4,925,000","Ottawa Senators Acquire:Alex Chiasson · $866,667$866,667$900,000Alexander Guptill · $0$815,000$790,000 (AHL/JR)Nicholas Paul · $0$670,000$0 (AHL/JR)2015 2nd round pick (DAL - #42 - Mackenzie Blackwood)Sum: $866,667$2,351,667$1,690,000Change: -$6,133,333Change: -$5,573,333Change: +$1,690,000",Dallas Stars ,Jason Spezza,Ottawa Senators ,Alex Chiasson
