,DATE,TRADE DETAILS,TRADE DETAILS.18,Team_x,receivedx,Team_y,receivedy
98,"Jan. 16, 2019","Anaheim Ducks Acquire:Justin Kloos · $0$792,500$70,000 (AHL/JR)Sum: $0$792,500$70,000Change: -$650,000Change: +$142,500Change: +$70,000","Minnesota Wild Acquire:Pontus Åberg · $650,000$650,000$650,000Sum: $650,000$650,000$650,000Change: +$650,000Change: -$142,500Change: +$650,000",Anaheim Ducks ,Justin Kloos,Minnesota Wild ,Pontus Åberg
99,"Jan. 14, 2019","Nashville Predators Acquire:Cole Schneider · $0$650,000$350,000 (AHL/JR)Sum: $0$650,000$350,000Change: $0Change: $0Change: +$350,000","New York Rangers Acquire:Connor Brickley · $0$650,000$300,000 (AHL/JR)Sum: $0$650,000$300,000Change: $0Change: $0Change: +$300,000",Nashville Predators ,Cole Schneider,New York Rangers ,Connor Brickley
100,"Jan. 14, 2019","Anaheim Ducks Acquire:Devin Shore · $2,300,000$2,300,000$2,200,000Sum: $2,300,000$2,300,000$2,200,000Change: -$950,000Change: -$950,000Change: +$2,200,000","Dallas Stars Acquire:Andrew Cogliano · $3,250,000$3,250,000$3,250,000Sum: $3,250,000$3,250,000$3,250,000Change: +$950,000Change: +$950,000Change: +$3,250,000",Anaheim Ducks ,Devin Shore,Dallas Stars ,Andrew Cogliano
101,"Jan. 11, 2019","Chicago Blackhawks Acquire:Slater Koekkoek · $865,000$865,000$865,0002019 5th round pick (TBL - #151 - Aku Räty)Sum: $865,000$865,000$865,000Change: -$360,000Change: -$1,385,000Change: +$865,000","Tampa Bay Lightning Acquire:Jan Rutta · $1,225,000$2,250,000$2,250,000 (AHL/JR)2019 7th round pick (CHI - #198 - Mikhail Shalagin)Sum: $1,225,000$2,250,000$2,250,000Change: +$360,000Change: +$1,385,000Change: +$2,250,000",Chicago Blackhawks ,Slater Koekkoek,Tampa Bay Lightning ,Jan Rutta
102,"Jan. 11, 2019","Arizona Coyotes Acquire:Jordan Weal · $1,750,000$1,750,000$1,750,000Sum: $1,750,000$1,750,000$1,750,000Change: +$1,750,000Change: +$999,167Change: +$1,750,000","Philadelphia Flyers Acquire:Jacob Graves · $0$750,833$70,000 (AHL/JR)2019 6th round pick (ARI - #169 - Roddy Ross)Sum: $0$750,833$70,000Change: -$1,750,000Change: -$999,167Change: +$70,000",Arizona Coyotes ,Jordan Weal,Philadelphia Flyers ,Jacob Graves
103,"Jan. 11, 2019","Boston Bruins Acquire:Paul Carey · $0$700,000$350,000 (AHL/JR)Sum: $0$700,000$350,000Change: $0Change: +$50,000Change: +$350,000","Ottawa Senators Acquire:Cody Goloubef · $0$650,000$350,000 (AHL/JR)Sum: $0$650,000$350,000Change: $0Change: -$50,000Change: +$350,000",Boston Bruins ,Paul Carey,Ottawa Senators ,Cody Goloubef
104,"Jan. 11, 2019","Ottawa Senators Acquire:Morgan Klimchuk · $0$700,000$80,000 (AHL/JR)Sum: $0$700,000$80,000Change: $0Change: -$42,500Change: +$80,000","Toronto Maple Leafs Acquire:Gabriel Gagné · $0$742,500$70,000 (AHL/JR)Sum: $0$742,500$70,000Change: $0Change: +$42,500Change: +$70,000",Ottawa Senators ,Morgan Klimchuk,Toronto Maple Leafs ,Gabriel Gagné
105,"Jan. 4, 2019","Winnipeg Jets Acquire:Jimmy Oligny · $0$650,000$75,000 (AHL/JR)Sum: $0$650,000$75,000Change: $0Change: +$650,000Change: +$75,000","Vegas Golden Knights Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$650,000Change: $0",Winnipeg Jets ,Jimmy Oligny,Vegas Golden Knights ,Future Considerations
106,"Jan. 4, 2019","Anaheim Ducks Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$650,000Change: $0","St. Louis Blues Acquire:Jared Coreau · $0$650,000$450,000 (AHL/JR)Sum: $0$650,000$450,000Change: $0Change: +$650,000Change: +$450,000",Anaheim Ducks ,Future Considerations,St. Louis Blues ,Jared Coreau
107,"Jan. 2, 2019","Ottawa Senators Acquire:Darren Archibald · $0$650,000$250,000 (AHL/JR)Anders Nilsson · $2,500,000$2,500,000$2,000,000Sum: $2,500,000$3,150,000$2,250,000Change: +$1,725,000Change: +$1,350,000Change: +$2,250,000","Vancouver Canucks Acquire:Mike McKenna · $700,000$700,000$700,000Tom Pyatt · $75,000$1,100,000$1,200,000 (AHL/JR)2019 6th round pick (OTT - #156 - Arturs Silovs)Sum: $775,000$1,800,000$1,900,000Change: -$1,725,000Change: -$1,350,000Change: +$1,900,000",Ottawa Senators ,Darren Archibald,Vancouver Canucks ,Mike McKenna
108,"Dec. 30, 2018","Chicago Blackhawks Acquire:Jason Garrison · $650,000$650,000$650,000Drake Caggiula · $1,500,000$1,500,000$1,500,000Sum: $2,150,000$2,150,000$2,150,000Change: -$100,000Change: -$817,500Change: +$2,150,000","Edmonton Oilers Acquire:Brandon Manning · $2,250,000$2,250,000$2,500,000Robin Norell · $0$717,500$742,500Sum: $2,250,000$2,967,500$3,242,500Change: +$100,000Change: +$817,500Change: +$3,242,500",Chicago Blackhawks ,Jason Garrison,Edmonton Oilers ,Brandon Manning
109,"Dec. 30, 2018","Edmonton Oilers Acquire:Alex Petrovic · $1,950,000$1,950,000$1,950,000Sum: $1,950,000$1,950,000$1,950,000Change: +$950,000Change: +$950,000Change: +$1,950,000","Florida Panthers Acquire:Chris Wideman · $1,000,000$1,000,000$1,000,0002019 3rd round pick (EDM - #69 - John Ludvig) [Conditional]**Conditions: Panthers receive the higher of the two 2019 3rd round picks (EDM, NYI), the Oilers currently hold. Result: Florida receives Oilers 2019 3rd round pick.Sum: $1,000,000$1,000,000$1,000,000Change: -$950,000Change: -$950,000Change: +$1,000,000",Edmonton Oilers ,Alex Petrovic,Florida Panthers ,Chris Wideman
110,"Dec. 29, 2018","Florida Panthers Acquire:2020 5th round pick (TOR - #137 - Dmitry Ovchinnikov)Sum: $0$0$0Change: -$275,000Change: -$1,300,000Change: $0","Toronto Maple Leafs Acquire:Michael Hutchinson · $275,000$1,300,000$1,300,000 (AHL/JR)Sum: $275,000$1,300,000$1,300,000Change: +$275,000Change: +$1,300,000Change: +$1,300,000",Florida Panthers ,2020 5th round pick (TOR - #137 - Dmitry Ovchinnikov),Toronto Maple Leafs ,Michael Hutchinson
111,"Dec. 28, 2018","Anaheim Ducks Acquire:Trevor Murphy · $0$715,000$70,000 (AHL/JR)Sum: $0$715,000$70,000Change: $0Change: +$13,333Change: +$70,000","Arizona Coyotes Acquire:Giovanni Fiore · $0$701,667$70,000 (AHL/JR)Sum: $0$701,667$70,000Change: $0Change: -$13,333Change: +$70,000",Anaheim Ducks ,Trevor Murphy,Arizona Coyotes ,Giovanni Fiore
112,"Dec. 10, 2018","Anaheim Ducks Acquire:Adam Cracknell · $0$650,000$650,000 (AHL/JR)Sum: $0$650,000$650,000Change: $0Change: $0Change: +$650,000","Toronto Maple Leafs Acquire:Steve Oleksy · $0$650,000$650,000 (AHL/JR)Sum: $0$650,000$650,000Change: $0Change: $0Change: +$650,000",Anaheim Ducks ,Adam Cracknell,Toronto Maple Leafs ,Steve Oleksy
113,"Dec. 5, 2018","Ottawa Senators Acquire:Stefan Elliott · $0$650,000$225,000 (AHL/JR)Tobias Lindberg · $0$650,000$80,000 (AHL/JR)Sum: $0$1,300,000$305,000Change: $0Change: -$80,000Change: +$305,000","Pittsburgh Penguins Acquire:Ben Sexton · $0$725,000$165,000 (AHL/JR)Macoy Erkamps · $0$655,000$60,000 (AHL/JR)Sum: $0$1,380,000$225,000Change: $0Change: +$80,000Change: +$225,000",Ottawa Senators ,Stefan Elliott,Pittsburgh Penguins ,Ben Sexton
114,"Dec. 3, 2018","Anaheim Ducks Acquire:Daniel Sprong · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: -$44,167Change: -$44,167Change: -$82,500","Pittsburgh Penguins Acquire:Marcus Pettersson · $794,167$794,167$832,500Sum: $794,167$794,167$832,500Change: +$44,167Change: +$44,167Change: +$82,500",Anaheim Ducks ,Daniel Sprong,Pittsburgh Penguins ,Marcus Pettersson
115,"Dec. 3, 2018","Toronto Maple Leafs Acquire:Michael Carcone · $0$675,000$60,000 (AHL/JR)Sum: $0$675,000$60,000Change: -$925,000Change: -$250,000Change: -$865,000","Vancouver Canucks Acquire:Josh Leivo · $925,000$925,000$925,000Sum: $925,000$925,000$925,000Change: +$925,000Change: +$250,000Change: +$865,000",Toronto Maple Leafs ,Michael Carcone,Vancouver Canucks ,Josh Leivo
116,"Nov. 27, 2018","Calgary Flames Acquire:Andrew Nielsen · $0$697,500$70,000 (AHL/JR)Sum: $0$697,500$70,000Change: -$700,000Change: -$2,500Change: -$630,000","Toronto Maple Leafs Acquire:Morgan Klimchuk · $700,000$700,000$700,000Sum: $700,000$700,000$700,000Change: +$700,000Change: +$2,500Change: +$630,000",Calgary Flames ,Andrew Nielsen,Toronto Maple Leafs ,Morgan Klimchuk
117,"Nov. 25, 2018","Arizona Coyotes Acquire:Nick Schmaltz · $925,000$925,000$925,000Sum: $925,000$925,000$925,000Change: -$801,666Change: -$801,666Change: -$740,000","Chicago Blackhawks Acquire:Brendan Perlini · $863,333$863,333$832,500Dylan Strome · $863,333$863,333$832,500Sum: $1,726,666$1,726,666$1,665,000Change: +$801,666Change: +$801,666Change: +$740,000",Arizona Coyotes ,Nick Schmaltz,Chicago Blackhawks ,Brendan Perlini
118,"Nov. 22, 2018","Edmonton Oilers Acquire:Chris Wideman · $1,000,000$1,000,000$1,000,000Sum: $1,000,000$1,000,000$1,000,000Change: +$1,000,000Change: +$1,000,000Change: +$1,000,000","Ottawa Senators Acquire:2020 6th round pick (STL - #181 - Cole Reinhardt) [Conditional]**Conditions: Edmonton transferred the condition from the Jeřábek trade. The 6th round pick upgrades to a 5th round selection if Jeřábek appears in 50 or more regular season games for the Blues in 2018-19. Result: The condition was not met. Senators receive the 2020 6th round pick.Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: $0",Edmonton Oilers ,Chris Wideman,Ottawa Senators ,2020 6th round pick (STL - #181 - Cole Reinhardt) [Conditional]**Conditions: Edmonton transferred the condition from the Jeřábek trade. The 6th round pick upgrades to a 5th round selection if Jeřábek appears in 50 or more regular season games for the Blues in 2018-19. Result: The condition was not met. Senators receive the 2020 6th round pick.
119,"Nov. 21, 2018","Los Angeles Kings Acquire:Pavel Jenys · $0$678,333$70,000 (AHL/JR)Sum: $0$678,333$70,000Change: $0Change: -$20,000Change: +$10,000","Minnesota Wild Acquire:Stepan Falkovsky · $0$698,333$60,000 (AHL/JR)Sum: $0$698,333$60,000Change: $0Change: +$20,000Change: -$10,000",Los Angeles Kings ,Pavel Jenys,Minnesota Wild ,Stepan Falkovsky
120,"Nov. 16, 2018","Edmonton Oilers Acquire:Ryan Spooner ($900,000 retained - 22.5%) · $3,100,000$3,100,000$3,100,000Sum: $3,100,000$3,100,000$3,100,000Change: $0Change: $0Change: +$100,000","New York Rangers Acquire:Ryan Strome · $3,100,000$3,100,000$3,000,000Sum: $3,100,000$3,100,000$3,000,000Change: $0Change: $0Change: -$100,000",Edmonton Oilers ,"Ryan Spooner ($900,000 retained - 22.5%)",New York Rangers ,Ryan Strome
121,"Nov. 14, 2018","Los Angeles Kings Acquire:Carl Hagelin ($250,000 retained - 6.3%) · $3,750,000$3,750,000$3,436,875Sum: $3,750,000$3,750,000$3,436,875Change: $0Change: $0Change: -$363,125","Pittsburgh Penguins Acquire:Tanner Pearson · $3,750,000$3,750,000$3,800,000Sum: $3,750,000$3,750,000$3,800,000Change: $0Change: $0Change: +$363,125",Los Angeles Kings ,"Carl Hagelin ($250,000 retained - 6.3%)",Pittsburgh Penguins ,Tanner Pearson
122,"Nov. 10, 2018","Buffalo Sabres Acquire:2020 7th round pick (DAL - #216 - Jakub Konecny) [Conditional]**Conditions: If Taylor Fedun plays in at least 25 games with the Stars (regular or playoff) in the 2018-19 season, the Sabres receive Dallas' 2020 7th RD pick. If Fedun does not play in at least 25 games this season, no pick is transferred. Result: Fedun played his 25th game with Dallas on Jan 17, 2019Sum: $0$0$0Change: $0Change: -$650,000Change: -$300,000","Dallas Stars Acquire:Taylor Fedun · $0$650,000$300,000 (AHL/JR)Sum: $0$650,000$300,000Change: $0Change: +$650,000Change: +$300,000",Buffalo Sabres ,"2020 7th round pick (DAL - #216 - Jakub Konecny) [Conditional]**Conditions: If Taylor Fedun plays in at least 25 games with the Stars (regular or playoff) in the 2018-19 season, the Sabres receive Dallas' 2020 7th RD pick. If Fedun does not play in at least 25 games this season, no pick is transferred. Result: Fedun played his 25th game with Dallas on Jan 17, 2019",Dallas Stars ,Taylor Fedun
123,"Oct. 18, 2018","Anaheim Ducks Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$833,750Change: $0","Tampa Bay Lightning Acquire:Mitch Hults · $0$833,750$70,000 (AHL/JR)Sum: $0$833,750$70,000Change: $0Change: +$833,750Change: +$70,000",Anaheim Ducks ,Future Considerations,Tampa Bay Lightning ,Mitch Hults
124,"Oct. 3, 2018","Minnesota Wild Acquire:Will Bitten · $0$805,000$70,000 (AHL/JR)Sum: $0$805,000$70,000Change: $0Change: +$80,000Change: -$705,000","Montreal Canadiens Acquire:Gustav Olofsson · $0$725,000$775,000 (AHL/JR)Sum: $0$725,000$775,000Change: $0Change: -$80,000Change: +$705,000",Minnesota Wild ,Will Bitten,Montreal Canadiens ,Gustav Olofsson
125,"Oct. 1, 2018","Edmonton Oilers Acquire:2020 6th round pick (STL - #181 - Cole Reinhardt) [Conditional]**Conditions: The pick becomes a fifth round selection if Jeřábek appears in 50 or more regular season games for the Blues in 2018-19. Result: The condition was not met. Oilers receive the 2020 6th round pick. Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: $0","St. Louis Blues Acquire:Jakub Jeřábek · $1,000,000$1,000,000$1,000,000Sum: $1,000,000$1,000,000$1,000,000Change: +$1,000,000Change: +$1,000,000Change: +$1,000,000",Edmonton Oilers ,2020 6th round pick (STL - #181 - Cole Reinhardt) [Conditional]**Conditions: The pick becomes a fifth round selection if Jeřábek appears in 50 or more regular season games for the Blues in 2018-19. Result: The condition was not met. Oilers receive the 2020 6th round pick. ,St. Louis Blues ,Jakub Jeřábek
126,"Oct. 1, 2018","Dallas Stars Acquire:Connor Carrick · $1,300,000$1,300,000$1,300,000Sum: $1,300,000$1,300,000$1,300,000Change: +$1,300,000Change: +$1,300,000Change: +$1,300,000","Toronto Maple Leafs Acquire:2019 7th round pick (DAL - #204 - Kalle Loponen) [Conditional]**Conditions: If Carrick plays in at least 50 games the 2018-19 season, Leafs will receive a 6th round pick in 2019 instead. Result: The condition was not met. Leafs receive the 2019 7th round pick.Sum: $0$0$0Change: -$1,300,000Change: -$1,300,000Change: $0",Dallas Stars ,Connor Carrick,Toronto Maple Leafs ,"2019 7th round pick (DAL - #204 - Kalle Loponen) [Conditional]**Conditions: If Carrick plays in at least 50 games the 2018-19 season, Leafs will receive a 6th round pick in 2019 instead. Result: The condition was not met. Leafs receive the 2019 7th round pick."
127,"Oct. 1, 2018","Buffalo Sabres Acquire:Jack Dougherty · $0$695,000$70,000 (AHL/JR)Sum: $0$695,000$70,000Change: $0Change: -$92,500Change: $0","Nashville Predators Acquire:Nicholas Baptiste · $0$787,500$70,000 (AHL/JR)Sum: $0$787,500$70,000Change: $0Change: +$92,500Change: $0",Buffalo Sabres ,Jack Dougherty,Nashville Predators ,Nicholas Baptiste
128,"Oct. 1, 2018","Calgary Flames Acquire:Rinat Valiev · $0$650,000$80,000 (AHL/JR)Matt Taormina · $0$650,000$350,000 (AHL/JR)Sum: $0$1,300,000$430,000Change: $0Change: +$400,000Change: -$470,000","Montreal Canadiens Acquire:Brett Kulak · $0$900,000$900,000 (AHL/JR)Sum: $0$900,000$900,000Change: $0Change: -$400,000Change: +$470,000",Calgary Flames ,Rinat Valiev,Montreal Canadiens ,Brett Kulak
129,"Sep. 13, 2018","Ottawa Senators Acquire:Dylan DeMelo · $900,000$900,000$900,000Chris Tierney · $2,937,500$2,937,500$2,900,000Rūdolfs Balcers · $0$759,167$742,500 (AHL/JR)Joshua Norris · $0$0$0 (Signing Rights)2020 1st round pick (SJS - #3 - Tim Stützle) [Conditional]*2021 2nd round pick (SJS - #39 - Zack Ostapchuk) [Conditional]**2019 2nd round pick (FLA - #44 - Jamieson Rees) [Conditional]***Conditional 1st round pick**** ****Sens receive a 1st round pick from the Sharks (no later than 2022) if Karlsson is on an Eastern Conference roster (reserve list) during the 2018-19 season. ****Result: Condition not met, no pick is transferred. *Conditions: Ottawa receives Sharks 2019 1st round pick if Sharks do not make the playoffs. If Sharks make the playoffs, Ottawa receives Sharks 2020 1st. *Result: Sharks made the 2019 playoffs, Ottawa receives Sharks 2020 1st round pick**Conditions: Sens receive Sharks 2021 2nd round pick if Karlsson is re-signed. The selection upgrades to a 2021 1st if Sharks reach the Stanley Cup final in 2019. **Result: Sharks re-signed Karlsson but did not advance to the Stanley Cup final. Ottawa receives Sharks 2021 2nd round pick.***Conditions: 2019 2nd round pick is the higher of the two picks the Sharks currently own: Panthers and their own. ***Result: Ottawa will receive Panthers 2019 2nd round pick.Sum: $3,837,500$4,596,667$4,542,500Change: -$2,662,500Change: -$2,606,666Change: +$4,542,500","San Jose Sharks Acquire:Erik Karlsson · $6,500,000$6,500,000$7,500,000Francis Perron · $0$703,333$730,000 (AHL/JR)Sum: $6,500,000$7,203,333$8,230,000Change: +$2,662,500Change: +$2,606,666Change: +$8,230,000",Ottawa Senators ,Dylan DeMelo,San Jose Sharks ,Erik Karlsson
130,"Sep. 11, 2018","Boston Bruins Acquire:Steven Kampfer · $650,000$650,000$650,0002019 4th round pick (NYR - #99 - Cade Webber)2019 7th round pick (NYR - #192 - Jake Schmaltz) [Conditional]**Conditions: If McQuaid plays in at least 25 games in the 2018-19 season OR if the Rangers trade McQuaid at any point during the 2018-19 season, Bruins will also receive a 7th round pick in 2019 Result: Conditions were met. Bruins receive the 2019 7th round pick.Sum: $650,000$650,000$650,000Change: -$2,100,000Change: -$2,100,000Change: +$650,000","New York Rangers Acquire:Adam McQuaid · $2,750,000$2,750,000$2,000,000Sum: $2,750,000$2,750,000$2,000,000Change: +$2,100,000Change: +$2,100,000Change: +$2,000,000",Boston Bruins ,Steven Kampfer,New York Rangers ,Adam McQuaid
131,"Sep. 10, 2018","Montreal Canadiens Acquire:Tomas Tatar ($500,000 retained - 9.4%) · $4,800,000$4,800,000$4,981,132Nick Suzuki · $0$894,166$70,000 (AHL/JR)2019 2nd round pick (CBJ - #50 - Samuel Fagemo)Sum: $4,800,000$5,694,166$5,051,132Change: +$750,000Change: +$1,644,166Change: +$551,132","Vegas Golden Knights Acquire:Max Pacioretty ($450,000 retained - 10%) · $4,050,000$4,050,000$4,500,000Sum: $4,050,000$4,050,000$4,500,000Change: -$750,000Change: -$1,644,166Change: -$551,132",Montreal Canadiens ,"Tomas Tatar ($500,000 retained - 9.4%)",Vegas Golden Knights ,"Max Pacioretty ($450,000 retained - 10%)"
132,"Aug. 20, 2018","Calgary Flames Acquire:Kerby Rychel · $0$725,000$100,000 (AHL/JR)Sum: $0$725,000$100,000Change: $0Change: +$75,000Change: +$20,000","Montreal Canadiens Acquire:Hunter Shinkaruk · $0$650,000$80,000 (AHL/JR)Sum: $0$650,000$80,000Change: $0Change: -$75,000Change: -$20,000",Calgary Flames ,Kerby Rychel,Montreal Canadiens ,Hunter Shinkaruk
133,"Aug. 2, 2018","Buffalo Sabres Acquire:Jeff Skinner · $5,725,000$5,725,000$6,000,000Sum: $5,725,000$5,725,000$6,000,000Change: +$5,725,000Change: +$4,980,000Change: +$6,000,000","Carolina Hurricanes Acquire:Cliff Pu · $0$745,000$742,500 (AHL/JR)2019 2nd round pick (BUF - #36 - Pyotr Kochetkov)2020 3rd round pick (BUF - #69 - Alexander Nikishin)2020 6th round pick (BUF - #162 - Yauheni Aksiantsiuk)Sum: $0$745,000$742,500Change: -$5,725,000Change: -$4,980,000Change: +$742,500",Buffalo Sabres ,Jeff Skinner,Carolina Hurricanes ,Cliff Pu
134,"Jul. 18, 2018","Arizona Coyotes Acquire:Jacob Graves · $0$750,833$842,500 (AHL/JR)2019 6th round pick (CBJ - #174 - Danil Savunov) [Conditional]**Conditions: If MacInnis appears in 20 NHL regular season games with Columbus during the 2018-19 season, the Coyotes will receive a 2020 5th round pick instead. Result: Conditions not met. Coyotes receive the 2019 6th round pick.Sum: $0$750,833$842,500Change: $0Change: -$46,667Change: +$842,500","Columbus Blue Jackets Acquire:Ryan MacInnis · $0$797,500$832,500 (AHL/JR)Sum: $0$797,500$832,500Change: $0Change: +$46,667Change: +$832,500",Arizona Coyotes ,Jacob Graves,Columbus Blue Jackets ,Ryan MacInnis
135,"Jul. 12, 2018","Arizona Coyotes Acquire:Jordan Oesterle · $650,000$650,000$650,000Marián Hossa · $5,275,000$5,275,000$1,000,000Vinnie Hinostroza · $1,500,000$1,500,000$1,500,0002019 3rd round pick (CHI - #74 - Nathan Légaré)Sum: $7,425,000$7,425,000$3,150,000Change: +$4,341,667Change: +$2,766,667Change: +$3,150,000","Chicago Blackhawks Acquire:Andrew Campbell · $0$650,000$650,000 (AHL/JR)Marcus Krüger · $3,083,333$3,083,333$2,300,000Jordan Maletta · $0$0$0 (AHL/JR) (Signing Rights)Mackenzie Entwistle · $0$925,000$925,000 (AHL/JR)2019 5th round pick (ARI - #138 - Frederik Nissen Dichow)Sum: $3,083,333$4,658,333$3,875,000Change: -$4,341,667Change: -$2,766,667Change: +$3,875,000",Arizona Coyotes ,Jordan Oesterle,Chicago Blackhawks ,Andrew Campbell
136,"Jul. 3, 2018","New York Islanders Acquire:Matt Martin · $2,500,000$2,500,000$2,250,000Sum: $2,500,000$2,500,000$2,250,000Change: +$1,575,000Change: +$1,575,000Change: +$1,325,000","Toronto Maple Leafs Acquire:Eamon McAdam · $925,000$925,000$925,000Sum: $925,000$925,000$925,000Change: -$1,575,000Change: -$1,575,000Change: -$1,325,000",New York Islanders ,Matt Martin,Toronto Maple Leafs ,Eamon McAdam
137,"Jul. 1, 2018","Buffalo Sabres Acquire:Patrik Berglund · $3,850,000$3,850,000$4,700,000Vladimír Sobotka · $3,500,000$3,500,000$3,500,000Tage Thompson · $925,000$925,000$925,0002019 1st round pick (STL - #31 - Ryan Johnson) [Conditional]*2021 2nd round pick (STL - #49 - Ben Roger)*Conditions: If St. Louis' 2019 1st round pick ends up being a top 10 pick, the Blues have the option to keep the 2019 1st round pick and send Buffalo their 2020 1st round pick instead. Result: Pick is not top 10, Buffalo receives the 2019 1st round pick.Sum: $8,275,000$8,275,000$9,125,000Change: +$775,000Change: +$775,000Change: +$9,125,000","St. Louis Blues Acquire:Ryan O'Reilly · $7,500,000$7,500,000$8,500,000Sum: $7,500,000$7,500,000$8,500,000Change: -$775,000Change: -$775,000Change: +$8,500,000",Buffalo Sabres ,Patrik Berglund,St. Louis Blues ,Ryan O'Reilly
