,PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,SIGNING TEAM,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
37,138. Connor Murphy,CHI,32,"Mar. 26, 1993",United States,212 lbs - 96 kg,"6'4"" - 193 cm",RD,Right,20 - Round 1 - 2011 (ARI),,,,CHI,Standard (1-way),✔,"Aug. 31, 2021",29,,,M-NTC,4,UFA,UFA,2026,"$4,400,000 ",5.40%,"$4,400,000 ","$3,650,000 ","$2,650,000 ","$3,650,000 ","$1,000,000 ",$0 
38,139. Lawson Crouse,UTA,28,"Jun. 23, 1997",Canada,220 lbs - 100 kg,"6'4"" - 193 cm","LW, RW",Left,11 - Round 1 - 2015 (FLA),,,,ARI,Standard (1-way),,"Aug. 8, 2022",25,✔,✔,,5,RFA,UFA,2027,"$4,300,000 ",5.20%,"$4,300,000 ","$4,800,000 ","$4,800,000 ","$4,800,000 ",$0 ,$0 
39,140. Petr Mrázek,CHI,33,"Feb. 14, 1992",Czech Republic,190 lbs - 86 kg,"6'1"" - 185 cm",G,Left,141 - Round 5 - 2010 (DET),,,,CHI,Standard (1-way),✔,"Jan. 24, 2024",32,,,,2,UFA,UFA,2026,"$4,250,000 ",5.10%,"$4,250,000 ","$3,650,000 ","$2,650,000 ","$3,650,000 ","$1,000,000 ",$0 
40,141. Jason Dickinson,CHI,29,"Jul. 4, 1995",Canada,200 lbs - 91 kg,"6'2"" - 188 cm","C, LW",Left,29 - Round 1 - 2013 (DAL),,,,CHI,Standard (1-way),✔,"Jan. 16, 2024",28,,,,2,UFA,UFA,2026,"$4,250,000 ",5.10%,"$4,250,000 ","$3,650,000 ","$2,650,000 ","$3,650,000 ","$1,000,000 ",$0 
41,142. Mats Zuccarello,MIN,37,"Sep. 1, 1987",Norway,178 lbs - 81 kg,"5'8"" - 173 cm","RW, LW",Left,,,,,MIN,35+ (1-way),✔,"Sep. 29, 2023",36,,,NMC,2,UFA,UFA,2026,"$4,125,000 ",4.90%,"$4,125,000 ","$3,550,000 ","$3,550,000 ","$3,550,000 ",$0 ,$0 
42,143. Brandon Carlo,BOS,28,"Nov. 26, 1996",United States,212 lbs - 96 kg,"6'5"" - 196 cm",RD,Right,37 - Round 2 - 2015 (BOS),,,,BOS,Standard (1-way),✔,"Jul. 14, 2021",24,✔,✔,M-NTC,6,RFA,UFA,2027,"$4,100,000 ",5.00%,"$4,100,000 ","$4,200,000 ","$4,200,000 ","$4,200,000 ",$0 ,$0 
43,144. Nick Jensen,OTT,34,"Sep. 21, 1990",United States,196 lbs - 89 kg,"6'1"" - 185 cm",RD,Right,150 - Round 5 - 2009 (DET),,,,WSH,Standard (1-way),✔,"Feb. 28, 2023",32,,,,3,UFA,UFA,2026,"$4,050,000 ",4.90%,"$4,050,000 ","$3,000,000 ","$1,000,000 ","$3,000,000 ","$2,000,000 ",$0 
44,145. Nino Niederreiter,WPG,32,"Sep. 8, 1992",Switzerland,218 lbs - 99 kg,"6'2"" - 188 cm","LW, RW",Left,5 - Round 1 - 2010 (NYI),,,,WPG,Standard (1-way),✔,"Dec. 4, 2023",31,,,,3,UFA,UFA,2027,"$4,000,000 ",4.80%,"$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",$0 ,$0 
45,146. Nick Leddy,STL,34,"Mar. 20, 1991",United States,207 lbs - 94 kg,"6'0"" - 183 cm",LD,Left,16 - Round 1 - 2009 (MIN),,,,STL,Standard (1-way),,"Jul. 13, 2022",31,,,M-NTC,4,UFA,UFA,2026,"$4,000,000 ",4.80%,"$4,000,000 ","$3,000,000 ","$3,000,000 ","$3,000,000 ",$0 ,$0 
46,147. Marcus Foligno,MIN,33,"Aug. 10, 1991",United States,224 lbs - 102 kg,"6'3"" - 191 cm","RW, LW",Left,104 - Round 4 - 2009 (BUF),,,,MIN,Standard (1-way),✔,"Sep. 29, 2023",32,,,NMC,4,UFA,UFA,2028,"$4,000,000 ",4.80%,"$4,000,000 ","$4,500,000 ","$4,500,000 ","$4,500,000 ",$0 ,$0 
47,148. Erik Gudbranson,CBJ,33,"Jan. 7, 1992",Canada,217 lbs - 98 kg,"6'5"" - 196 cm",RD,Right,3 - Round 1 - 2010 (FLA),,,,CBJ,Standard (1-way),,"Jul. 13, 2022",30,,,M-NTC,4,UFA,UFA,2026,"$4,000,000 ",4.80%,"$4,000,000 ","$3,500,000 ","$3,500,000 ","$3,500,000 ",$0 ,$0 
48,149. David Perron,OTT,37,28-May-88,Canada,200 lbs - 91 kg,"6'0"" - 183 cm","RW, LW",Right,26 - Round 1 - 2007 (STL),,,,OTT,35+ (1-way),,"Jul. 1, 2024",36,,,M-NTC,2,UFA,UFA,2026,"$4,000,000 ",4.50%,"$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",$0 ,$0 
49,150. Brenden Dillon,NJD,34,"Nov. 13, 1990",Canada,225 lbs - 102 kg,"6'4"" - 193 cm",LD,Left,,,,,NJD,Standard (1-way),,"Jul. 1, 2024",33,,,,3,UFA,UFA,2027,"$4,000,000 ",4.50%,"$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",$0 ,$0 
0,151. Viktor Arvidsson,EDM,32,"Apr. 8, 1993",Sweden,180 lbs - 82 kg,"5'9"" - 175 cm","RW, LW",Right,112 - Round 4 - 2014 (NSH),,,,EDM,Standard (1-way),,"Jul. 1, 2024",31,,,,2,UFA,UFA,2026,"$4,000,000 ",4.50%,"$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",$0 ,$0 
1,152. Radko Gudas,ANA,35,"Jun. 5, 1990",Czech Republic,205 lbs - 93 kg,"6'0"" - 183 cm",RD,Right,66 - Round 3 - 2010 (TBL),,,,ANA,Standard (1-way),,"Jul. 1, 2023",33,,,M-NTC,3,UFA,UFA,2026,"$4,000,000 ",4.80%,"$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",$0 ,$0 
2,153. Ryan Hartman,MIN,30,"Sep. 20, 1994",United States,189 lbs - 86 kg,"6'0"" - 183 cm","C, RW",Right,30 - Round 1 - 2013 (CHI),,,,MIN,Standard (1-way),✔,"Oct. 7, 2023",29,,,M-NTC,3,UFA,UFA,2027,"$4,000,000 ",4.80%,"$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",$0 ,$0 
3,154. Joonas Korpisalo,BOS,31,"Apr. 28, 1994",Finland,191 lbs - 87 kg,"6'3"" - 191 cm",G,Left,62 - Round 3 - 2012 (CBJ),,,,OTT,Standard (1-way),,"Jul. 1, 2023",29,,,M-NTC,5,UFA,UFA,2028,"$4,000,000 ",4.80%,"$4,000,000 ","$4,500,000 ","$4,500,000 ","$4,500,000 ",$0 ,$0 
4,155. Joel Edmundson,LAK,32,"Jun. 28, 1993",Canada,224 lbs - 102 kg,"6'5"" - 196 cm",LD/RD,Left,46 - Round 2 - 2011 (STL),,,,LAK,Standard (1-way),,"Jul. 1, 2024",31,,,,4,UFA,UFA,2028,"$3,850,000 ",4.40%,"$3,850,000 ","$3,000,000 ","$3,000,000 ","$3,000,000 ",$0 ,$0 
5,156. Boone Jenner,CBJ,32,"Jun. 15, 1993",Canada,208 lbs - 94 kg,"6'2"" - 188 cm","C, LW",Left,37 - Round 2 - 2011 (CBJ),,,,CBJ,Standard (1-way),✔,"Jul. 28, 2021",29,,,M-NTC,4,UFA,UFA,2026,"$3,750,000 ",4.60%,"$3,750,000 ","$3,750,000 ","$3,750,000 ","$3,750,000 ",$0 ,$0 
6,157. Matt Dumba,DAL,30,"Jul. 25, 1994",Canada,180 lbs - 82 kg,"6'0"" - 183 cm",RD,Right,7 - Round 1 - 2012 (MIN),,,,DAL,Standard (1-way),,"Jul. 1, 2024",29,,,,2,UFA,UFA,2026,"$3,750,000 ",4.30%,"$3,750,000 ","$3,750,000 ","$3,750,000 ","$3,750,000 ",$0 ,$0 
7,158. Max Domi,TOR,30,"Mar. 2, 1995",Canada,208 lbs - 94 kg,"5'10"" - 178 cm","C, RW",Left,12 - Round 1 - 2013 (ARI),,,,TOR,Standard (1-way),✔,"Jun. 30, 2024",29,,,M-NTC,4,UFA,UFA,2028,"$3,750,000 ",4.30%,"$3,750,000 ","$4,000,000 ","$1,500,000 ","$4,000,000 ","$2,500,000 ",$0 
8,159. TJ Brodie,CHI,35,"Jun. 7, 1990",Canada,185 lbs - 84 kg,"6'1"" - 185 cm",LD/RD,Left,114 - Round 4 - 2008 (CGY),,,,CHI,Standard (1-way),,"Jul. 1, 2024",34,,,,2,UFA,UFA,2026,"$3,750,000 ",4.30%,"$3,750,000 ","$3,750,000 ","$3,750,000 ","$3,750,000 ",$0 ,$0 
9,160. Oliver Ekman-Larsson,TOR,33,"Jul. 17, 1991",Sweden,200 lbs - 91 kg,"6'2"" - 188 cm",LD,Left,6 - Round 1 - 2009 (ARI),,,,TOR,Standard (1-way),,"Jul. 1, 2024",32,,,,4,UFA,UFA,2028,"$3,500,000 ",4.00%,"$3,500,000 ","$3,500,000 ","$3,500,000 ","$3,500,000 ",$0 ,$0 
10,161. Anthony Duclair,NYI,29,"Aug. 26, 1995",Canada,198 lbs - 90 kg,"5'11"" - 180 cm","LW, RW",Left,80 - Round 3 - 2013 (NYR),,,,NYI,Standard (1-way),,"Jul. 1, 2024",28,,,NTC,4,UFA,UFA,2028,"$3,500,000 ",4.00%,"$3,500,000 ","$3,500,000 ","$3,500,000 ","$3,500,000 ",$0 ,$0 
11,162. Scott Mayfield,NYI,32,"Oct. 14, 1992",United States,223 lbs - 101 kg,"6'5"" - 196 cm",RD,Right,34 - Round 2 - 2011 (NYI),,,,NYI,Standard (1-way),,"Jul. 1, 2023",30,,,NTC,7,UFA,UFA,2030,"$3,500,000 ",4.20%,"$3,500,000 ","$3,500,000 ","$3,500,000 ","$3,500,000 ",$0 ,$0 
12,163. Laurent Brossoit,CHI,32,"Mar. 23, 1993",Canada,204 lbs - 93 kg,"6'3"" - 191 cm",G,Left,164 - Round 6 - 2011 (CGY),,,,CHI,Standard (1-way),,"Jul. 1, 2024",31,,,,2,UFA,UFA,2026,"$3,300,000 ",3.80%,"$3,300,000 ","$3,300,000 ","$3,300,000 ","$3,300,000 ",$0 ,$0 
13,164. Adam Lowry,WPG,32,"Mar. 29, 1993",United States,210 lbs - 95 kg,"6'5"" - 196 cm",C,Left,67 - Round 3 - 2011 (WPG),,,,WPG,Standard (1-way),✔,"Apr. 16, 2021",28,,,M-NTC,5,UFA,UFA,2026,"$3,250,000 ",4.00%,"$3,250,000 ","$2,500,000 ","$2,500,000 ","$2,500,000 ",$0 ,$0 
14,165. Shayne Gostisbehere,CAR,32,"Apr. 20, 1993",United States,180 lbs - 82 kg,"5'11"" - 180 cm",LD/RD,Left,78 - Round 3 - 2012 (PHI),,,,CAR,Standard (1-way),,"Jul. 1, 2024",31,,,,3,UFA,UFA,2027,"$3,200,000 ",3.60%,"$3,200,000 ","$3,200,000 ","$3,200,000 ","$3,200,000 ",$0 ,$0 
15,166. Erik Haula,NJD,34,"Mar. 23, 1991",Finland,193 lbs - 88 kg,"6'0"" - 183 cm","C, LW",Left,182 - Round 7 - 2009 (MIN),,,,NJD,Standard (1-way),✔,"Jun. 23, 2023",32,,,M-NTC,3,UFA,UFA,2026,"$3,150,000 ",3.80%,"$3,150,000 ","$2,400,000 ","$2,400,000 ","$2,400,000 ",$0 ,$0 
16,167. Jordan Martinook,CAR,32,"Jul. 25, 1992",Canada,196 lbs - 89 kg,"6'0"" - 183 cm","LW, RW",Left,58 - Round 2 - 2012 (ARI),,,,CAR,Standard (1-way),,"Jul. 1, 2024",31,,,M-NTC,3,UFA,UFA,2027,"$3,050,000 ",3.50%,"$3,050,000 ","$3,050,000 ","$3,050,000 ","$3,050,000 ",$0 ,$0 
17,168. Adam Henrique,EDM,35,"Feb. 6, 1990",Canada,195 lbs - 88 kg,"6'0"" - 183 cm","LW, C",Left,82 - Round 3 - 2008 (NJD),,,,EDM,Standard (1-way),,"Jul. 1, 2024",34,,,,2,UFA,UFA,2026,"$3,000,000 ",3.40%,"$3,000,000 ","$3,000,000 ","$3,000,000 ","$3,000,000 ",$0 ,$0 
18,169. Tyler Myers,VAN,35,"Feb. 1, 1990",United States,229 lbs - 104 kg,"6'8"" - 203 cm",RD,Right,12 - Round 1 - 2008 (BUF),,,,VAN,Standard (1-way),✔,"Jun. 27, 2024",34,,,NMC,3,UFA,UFA,2027,"$3,000,000 ",3.40%,"$3,000,000 ","$2,900,000 ","$2,900,000 ","$2,900,000 ",$0 ,$0 
19,170. Trevor van Riemsdyk,WSH,33,"Jul. 24, 1991",United States,192 lbs - 87 kg,"6'2"" - 188 cm",RD,Right,,,,,WSH,Standard (1-way),✔,"Mar. 11, 2023",31,,,,3,UFA,UFA,2026,"$3,000,000 ",3.60%,"$3,000,000 ","$2,250,000 ","$1,000,000 ","$2,250,000 ","$1,250,000 ",$0 
20,171. Evan Rodrigues,FLA,31,"Jul. 28, 1993",Canada,184 lbs - 83 kg,"5'11"" - 180 cm","LW, C",Right,,,,,FLA,Standard (1-way),,"Jul. 2, 2023",29,,,,4,UFA,UFA,2027,"$3,000,000 ",3.60%,"$3,000,000 ","$3,000,000 ","$775,000 ","$3,000,000 ","$2,225,000 ",$0 
21,172. Jordan Staal,CAR,36,"Sep. 10, 1988",Canada,220 lbs - 100 kg,"6'4"" - 193 cm","C, LW",Left,2 - Round 1 - 2006 (PIT),,,,CAR,Standard (1-way),✔,"Jun. 25, 2023",34,,,NMC,4,UFA,UFA,2027,"$2,900,000 ",3.50%,"$2,900,000 ","$2,650,000 ","$2,650,000 ","$2,650,000 ",$0 ,$0 
22,173. Colton Sissons,NSH,31,"Nov. 5, 1993",Canada,200 lbs - 91 kg,"6'1"" - 185 cm","C, RW",Right,50 - Round 2 - 2012 (NSH),,,,NSH,Standard (1-way),,"Jul. 23, 2019",25,✔,✔,,7,RFA,UFA,2026,"$2,857,143 ",3.50%,"$2,857,143 ","$1,825,000 ","$1,825,000 ","$1,825,000 ",$0 ,$0 
23,174. Brett Kulak,EDM,31,"Jan. 6, 1994",Canada,197 lbs - 89 kg,"6'2"" - 188 cm",LD/RD,Left,105 - Round 4 - 2012 (CGY),,,,EDM,Standard (1-way),,"Jul. 13, 2022",28,,,,4,UFA,UFA,2026,"$2,750,000 ",3.30%,"$2,750,000 ","$2,250,000 ","$2,250,000 ","$2,250,000 ",$0 ,$0 
24,175. Luke Schenn,NSH,35,"Nov. 2, 1989",Canada,227 lbs - 103 kg,"6'2"" - 188 cm",RD,Right,5 - Round 1 - 2008 (TOR),,,,NSH,Standard (1-way),,"Jul. 1, 2023",33,,,,3,UFA,UFA,2026,"$2,750,000 ",3.30%,"$2,750,000 ","$2,750,000 ","$2,750,000 ","$2,750,000 ",$0 ,$0 
25,176. Semyon Varlamov,NYI,37,"Apr. 27, 1988",Russia,205 lbs - 93 kg,"6'2"" - 188 cm",G,Left,23 - Round 1 - 2006 (WSH),,,,NYI,35+ (1-way),,"Jul. 1, 2023",35,,,M-NTC,4,UFA,UFA,2027,"$2,750,000 ",3.30%,"$2,750,000 ","$2,750,000 ","$2,750,000 ","$2,750,000 ",$0 ,$0 
26,177. Stefan Noesen,NJD,32,"Feb. 12, 1993",United States,205 lbs - 93 kg,"6'1"" - 185 cm","LW, RW",Right,21 - Round 1 - 2011 (OTT),,,,NJD,Standard (1-way),,"Jul. 1, 2024",31,,,,3,UFA,UFA,2027,"$2,750,000 ",3.10%,"$2,750,000 ","$2,750,000 ","$2,750,000 ","$2,750,000 ",$0 ,$0 
27,178. Cam Talbot,DET,37,"Jul. 5, 1987",Canada,196 lbs - 89 kg,"6'4"" - 193 cm",G,Left,,,,,DET,35+ (1-way),,"Jul. 1, 2024",36,,,,2,UFA,UFA,2026,"$2,500,000 ",2.80%,"$2,500,000 ","$2,500,000 ","$2,500,000 ","$2,500,000 ",$0 ,$0 
28,179. Anthony Stolarz,TOR,31,"Jan. 20, 1994",United States,240 lbs - 109 kg,"6'6"" - 198 cm",G,Left,45 - Round 2 - 2012 (PHI),,,,TOR,Standard (1-way),,"Jul. 1, 2024",30,,,,2,UFA,UFA,2026,"$2,500,000 ",2.80%,"$2,500,000 ","$2,500,000 ","$2,500,000 ","$2,500,000 ",$0 ,$0 
29,180. Miles Wood,COL,29,"Sep. 13, 1995",United States,195 lbs - 88 kg,"6'2"" - 188 cm",LW,Left,100 - Round 4 - 2013 (NJD),,,,COL,Standard (1-way),,"Jul. 1, 2023",27,,,M-NTC,6,UFA,UFA,2029,"$2,500,000 ",3.00%,"$2,500,000 ","$2,500,000 ","$2,500,000 ","$2,500,000 ",$0 ,$0 
30,181. Casey Cizikas,NYI,34,"Feb. 27, 1991",Canada,195 lbs - 88 kg,"5'11"" - 180 cm",C,Left,92 - Round 4 - 2009 (NYI),,,,NYI,Standard (1-way),,"Sep. 1, 2021",30,,,,6,UFA,UFA,2027,"$2,500,000 ",3.10%,"$2,500,000 ","$2,500,000 ","$2,500,000 ","$2,500,000 ",$0 ,$0 
31,182. Garnet Hathaway,PHI,33,"Nov. 23, 1991",United States,210 lbs - 95 kg,"6'3"" - 191 cm","RW, LW",Right,,,,,PHI,Standard (1-way),✔,"Jul. 1, 2024",33,,,,2,UFA,UFA,2027,"$2,400,000 ",2.70%,"$2,400,000 ","$2,700,000 ","$1,200,000 ","$2,700,000 ","$1,500,000 ",$0 
32,183. Danton Heinen,VAN,29,"Jul. 5, 1995",Canada,188 lbs - 85 kg,"6'1"" - 185 cm","LW, RW",Left,116 - Round 4 - 2014 (BOS),,,,VAN,Standard (1-way),,"Jul. 1, 2024",28,,,,2,UFA,UFA,2026,"$2,250,000 ",2.60%,"$2,250,000 ","$2,250,000 ","$2,250,000 ","$2,250,000 ",$0 ,$0 
33,184. Calle Järnkrok,TOR,33,"Sep. 25, 1991",Sweden,190 lbs - 86 kg,"6'0"" - 183 cm","RW, C, LW",Right,51 - Round 2 - 2010 (DET),,,,TOR,Standard (1-way),,"Jul. 15, 2022",30,,,M-NTC,4,UFA,UFA,2026,"$2,100,000 ",2.50%,"$2,100,000 ","$2,100,000 ","$775,000 ","$2,100,000 ","$1,325,000 ",$0 
34,185. Frédérick Gaudreau,MIN,32,1-May-93,Canada,179 lbs - 81 kg,"6'0"" - 183 cm","C, LW",Right,,,,,MIN,Standard (1-way),✔,"Apr. 13, 2023",30,,,M-NTC,5,UFA,UFA,2028,"$2,100,000 ",2.50%,"$2,100,000 ","$1,770,000 ","$1,770,000 ","$1,770,000 ",$0 ,$0 
35,186. Conor Sheary,TBL,33,"Jun. 8, 1992",United States,179 lbs - 81 kg,"5'8"" - 173 cm","LW, RW",Left,,,,,TBL,Standard (1-way),,"Jul. 1, 2023",31,,,M-NTC,3,UFA,UFA,2026,"$2,000,000 ",2.40%,"$2,000,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
36,187. Noel Acciari,PIT,33,"Dec. 1, 1991",United States,203 lbs - 92 kg,"5'10"" - 178 cm","C, RW",Right,,,,,PIT,Standard (1-way),,"Jul. 1, 2023",31,,,M-NTC,3,UFA,UFA,2026,"$2,000,000 ",2.40%,"$2,000,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
37,188. William Carrier,CAR,30,"Dec. 20, 1994",Canada,218 lbs - 99 kg,"6'2"" - 188 cm",LW,Left,57 - Round 2 - 2013 (STL),,,,CAR,Standard (1-way),,"Jul. 1, 2024",29,,,,6,UFA,UFA,2030,"$2,000,000 ",2.30%,"$2,000,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",$0 ,$0 
38,189. Nicolas Deslauriers,PHI,34,"Feb. 22, 1991",Canada,219 lbs - 99 kg,"6'3"" - 191 cm","LW, RW",Left,84 - Round 3 - 2009 (LAK),,,,PHI,Standard (1-way),,"Jul. 13, 2022",31,,,,4,UFA,UFA,2026,"$1,750,000 ",2.10%,"$1,750,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
39,190. Oskar Sundqvist,STL,31,"Mar. 23, 1994",Sweden,209 lbs - 95 kg,"6'3"" - 191 cm","RW, C",Right,81 - Round 3 - 2012 (PIT),,,,STL,Standard (1-way),✔,"Mar. 7, 2024",30,,,,2,UFA,UFA,2026,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
40,191. Colin Miller,WPG,32,"Oct. 29, 1992",Canada,193 lbs - 88 kg,"6'1"" - 185 cm",RD,Right,151 - Round 5 - 2012 (LAK),,,,WPG,Standard (1-way),,"Jul. 1, 2024",31,,,,2,UFA,UFA,2026,"$1,500,000 ",1.70%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
41,192. Ryan Reaves,TOR,38,"Jan. 20, 1987",Canada,225 lbs - 102 kg,"6'2"" - 188 cm",RW,Right,156 - Round 5 - 2005 (STL),,,,TOR,35+ (1-way),,"Jul. 1, 2023",36,,,,3,UFA,UFA,2026,"$1,350,000 ",1.60%,"$1,350,000 ","$1,350,000 ","$1,350,000 ","$1,350,000 ",$0 ,$0 
42,193. Zach Bogosian,MIN,34,"Jul. 15, 1990",United States,226 lbs - 103 kg,"6'3"" - 191 cm",RD,Right,3 - Round 1 - 2008 (WPG),,,,MIN,Standard (1-way),✔,"Mar. 5, 2024",33,,,,2,UFA,UFA,2026,"$1,250,000 ",1.50%,"$1,250,000 ","$1,250,000 ","$1,250,000 ","$1,250,000 ",$0 ,$0 
43,194. Matthew Benning,SJS,31,25-May-94,Canada,203 lbs - 92 kg,"6'1"" - 185 cm",RD,Right,175 - Round 6 - 2012 (BOS),,,,SJS,Standard (1-way),,"Jul. 14, 2022",28,,,,4,UFA,UFA,2026,"$1,250,000 ",1.50%,"$1,250,000 ","$1,250,000 ","$1,250,000 ","$1,250,000 ",$0 ,$0 
44,195. Dmitry Kulikov,FLA,34,"Oct. 29, 1990",Russia,199 lbs - 90 kg,"6'1"" - 185 cm",LD/RD,Left,14 - Round 1 - 2009 (FLA),,,,FLA,Standard (1-way),,"Jul. 1, 2024",33,,,,4,UFA,UFA,2028,"$1,150,000 ",1.30%,"$1,150,000 ","$1,270,000 ","$1,000,000 ","$1,270,000 ","$270,000 ",$0 
45,196. Calvin Pickard,EDM,33,"Apr. 15, 1992",Canada,210 lbs - 95 kg,"6'1"" - 185 cm",G,Left,49 - Round 2 - 2010 (COL),,,,EDM,Standard (1-way),✔,"Jun. 28, 2024",32,,,,2,UFA,UFA,2026,"$1,000,000 ",1.10%,"$1,000,000 ","$1,000,000 ","$1,000,000 ","$1,000,000 ",$0 ,$0 
46,197. Ben Hutton,VGK,32,"Apr. 20, 1993",Canada,206 lbs - 93 kg,"6'2"" - 188 cm",LD,Left,147 - Round 5 - 2012 (VAN),,,,VGK,Standard (1-way),✔,"Dec. 22, 2023",31,,,,2,UFA,UFA,2026,"$975,000 ",1.20%,"$975,000 ","$975,000 ","$975,000 ","$975,000 ",$0 ,$0 
47,198. Michael McCarron,NSH,30,"Mar. 7, 1995",United States,237 lbs - 108 kg,"6'5"" - 196 cm","RW, C",Right,25 - Round 1 - 2013 (MTL),,,,NSH,Standard (1-way),✔,"Feb. 16, 2024",29,,,,2,UFA,UFA,2026,"$900,000 ",1.10%,"$900,000 ","$900,000 ","$900,000 ","$900,000 ",$0 ,$0 
48,199. Zemgus Girgensons,TBL,31,"Jan. 5, 1994",Latvia,211 lbs - 96 kg,"6'2"" - 188 cm","LW, C",Left,14 - Round 1 - 2012 (BUF),,,,TBL,Standard (1-way),,"Jul. 1, 2024",30,,,,3,UFA,UFA,2027,"$850,000 ",1.00%,"$850,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
49,200. AJ Greer,FLA,28,"Dec. 14, 1996",Canada,210 lbs - 95 kg,"6'3"" - 191 cm","RW, LW",Left,39 - Round 2 - 2015 (COL),,,,FLA,Standard (1-way),,"Jul. 1, 2024",27,,,,2,UFA,UFA,2026,"$850,000 ",1.00%,"$850,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
0,201. Troy Stecher,EDM,31,"Apr. 7, 1994",Canada,186 lbs - 84 kg,"5'10"" - 178 cm",RD,Right,,,,,EDM,Standard (1-way),,"Jul. 1, 2024",30,,,,2,UFA,UFA,2026,"$787,500 ",0.90%,"$787,500 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
1,202. Jonny Brodzinski,NYR,32,"Jun. 19, 1993",United States,215 lbs - 98 kg,"6'1"" - 185 cm",C,Right,148 - Round 5 - 2013 (LAK),,,,NYR,Standard (1-way),✔,"Feb. 21, 2024",31,,,,2,UFA,UFA,2026,"$787,500 ",0.90%,"$787,500 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
2,203. Kevin Gravel,NSH,33,"Mar. 6, 1992",United States,205 lbs - 93 kg,"6'4"" - 193 cm",LD,Left,148 - Round 5 - 2010 (LAK),,,,NSH,Standard (2-way),,"Jan. 26, 2024",32,,,,2,UFA,UFA,2026,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$300,000 ",$0 ,$0 
3,204. Max McCormick,SEA,33,1-May-92,United States,188 lbs - 85 kg,"5'11"" - 180 cm",LW,Left,171 - Round 6 - 2011 (OTT),,,,SEA,Standard (2-way),✔,"Jun. 30, 2024",32,,,,2,UFA,UFA,2026,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$470,000 ",$0 ,$0 
4,205. Brendan Gaunce,MIN,31,"Mar. 25, 1994",Canada,217 lbs - 98 kg,"6'2"" - 188 cm","LW, C",Left,26 - Round 1 - 2012 (VAN),,,,MIN,Standard (2-way),,"Jul. 1, 2024",30,,,,2,UFA,UFA,2026,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$550,000 ",$0 ,$0 
5,206. Vinnie Hinostroza,NSH,31,"Apr. 3, 1994",United States,173 lbs - 78 kg,"5'9"" - 175 cm","RW, LW",Right,169 - Round 6 - 2012 (CHI),,,,NSH,Standard (2-way),,"Jul. 1, 2024",30,,,,2,UFA,UFA,2026,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ",$0 ,$0 ,$0 
6,207. Alex Petrovic,DAL,33,"Mar. 3, 1992",Canada,216 lbs - 98 kg,"6'4"" - 193 cm",RD,Right,36 - Round 2 - 2010 (FLA),,,,DAL,Standard (2-way),✔,"Jun. 28, 2024",32,,,,2,UFA,UFA,2026,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$450,000 ",$0 ,$0 
7,208. Kevin Connauton,UTA,35,"Feb. 23, 1990",Canada,205 lbs - 93 kg,"6'2"" - 188 cm",LD/RD,Left,83 - Round 3 - 2009 (VAN),,,,UTA,Standard (2-way),,"Jul. 1, 2024",34,,,,2,UFA,UFA,2026,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$325,000 ",$0 ,$0 
