,Unnamed: 0,PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,SIGNING TEAM,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
394,44,Rocco Grimaldi,,27,"Feb. 8, 1993",United States,178 lbs - 81 kg,"5'6"" - 168 cm","LW, RW",Right,33 - Round 2 - 2011 (FLA),,,,40,10,3,13,0.33,-3,62,0.16,12:49,5.69,62,112,94,0.67,7.26,13.11,11,241,285,45.82,450,458,49.56,346,362,48.87,17.89,22.56,44.23,,,,,,,,,NSH,Standard (1-way),✔,"Feb. 24, 2020",27,,,,2,UFA,UFA,2022,"$2,000,000 ",2.50%,"$2,000,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",$0 ,$0 
395,45,Justin Holl,DET,28,"Jan. 30, 1992",United States,210 lbs - 95 kg,"6'4"" - 193 cm",RD,Right,54 - Round 2 - 2010 (CHI),,,,55,2,18,20,0.36,16,57,0.04,21:03,2.22,50,108,74,0.12,2.67,5.77,3.95,502,570,46.83,889,1088,44.97,689,801,46.24,50.46,51.99,49.25,,,,,,,,,TOR,Standard (1-way),✔,"Dec. 31, 2019",28,,,M-NTC,3,UFA,UFA,2023,"$2,000,000 ",2.50%,"$2,000,000 ","$2,000,000 ","$1,000,000 ","$2,000,000 ","$1,000,000 ",$0 
396,46,Adrian Kempe,LAK,23,"Sep. 13, 1996",Sweden,201 lbs - 91 kg,"6'2"" - 188 cm","LW, RW",Left,29 - Round 1 - 2014 (LAK),,,✔,56,14,15,29,0.52,-18,127,0.11,16:55,11.55,123,230,168,0.75,8.02,15.02,10.97,468,440,51.54,889,778,53.33,659,604,52.18,51.96,44.09,54.1,,,,,,,,,LAK,Standard (1-way),,"Sep. 4, 2019",22,,,,3,RFA,RFA,2022,"$2,000,000 ",2.50%,"$2,000,000 ","$2,250,000 ","$2,250,000 ","$2,250,000 ",$0 ,$0 
397,47,Jordie Benn,,32,"Jul. 26, 1987",Canada,199 lbs - 90 kg,"6'2"" - 188 cm",LD/RD,Left,,,,,39,1,9,10,0.26,7,45,0.02,14:45,1.38,42,87,60,0.15,4.63,9.61,6.63,242,305,44.24,434,553,43.97,332,410,44.74,18.73,27.55,40.47,,,,,,,,,VAN,Standard (1-way),,"Jul. 1, 2019",31,,,M-NTC,2,UFA,UFA,2021,"$2,000,000 ",2.50%,"$2,000,000 ","$1,600,000 ","$1,600,000 ","$1,600,000 ",$0 ,$0 
398,48,Jordan Martinook,CAR,27,"Jul. 25, 1992",Canada,196 lbs - 89 kg,"6'0"" - 183 cm","LW, RW",Left,58 - Round 2 - 2012 (ARI),,,,44,4,9,13,0.3,-3,62,0.06,12:45,6.83,62,97,83,0.73,6.63,10.37,8.86,240,266,47.43,452,483,48.34,352,368,48.89,21.57,23.98,47.35,,,,,,,,,CAR,Standard (1-way),✔,"Jan. 29, 2019",26,✔,,,2,RFA,UFA,2021,"$2,000,000 ",2.50%,"$2,000,000 ","$2,150,000 ","$2,150,000 ","$2,150,000 ",$0 ,$0 
399,49,Calle Järnkrok,TOR,28,"Sep. 25, 1991",Sweden,190 lbs - 86 kg,"6'0"" - 183 cm","RW, C, LW",Right,51 - Round 2 - 2010 (DET),,,,49,13,15,28,0.57,13,91,0.14,16:47,8.65,91,133,114,0.63,6.63,9.69,8.31,384,437,46.77,656,730,47.33,527,566,48.22,33.89,33.11,50.58,,,,,,,,,NSH,Standard (1-way),,"Jul. 27, 2016",24,✔,✔,,6,RFA,UFA,2022,"$2,000,000 ",2.70%,"$2,000,000 ","$2,200,000 ","$2,200,000 ","$2,200,000 ",$0 ,$0 
400,0,Ryan Donato,CHI,24,"Apr. 9, 1996",United States,192 lbs - 87 kg,"6'0"" - 183 cm","LW, C, RW",Left,56 - Round 2 - 2014 (BOS),,,,50,6,14,20,0.4,-11,104,0.06,12:36,11.62,104,171,140,1.11,9.9,16.28,13.33,335,292,53.43,610,540,53.04,471,402,53.95,32.95,25.96,55.93,,,,,,,,,MIN,Standard (1-way),,"Jul. 16, 2019",23,✔,,,2,RFA,UFA No QO,2021,"$1,900,000 ",2.30%,"$1,900,000 ","$2,150,000 ","$2,150,000 ","$2,150,000 ",$0 ,$0 
401,1,Ryan Hartman,MIN,25,"Sep. 20, 1994",United States,189 lbs - 86 kg,"6'0"" - 183 cm","C, RW",Right,30 - Round 1 - 2013 (CHI),,,✔,51,7,15,22,0.43,0,74,0.09,15:04,7.33,72,134,111,0.6,5.86,10.9,9.02,332,400,45.36,614,747,45.11,471,558,45.77,25.35,28.49,47.08,,,,,,,,,MIN,Standard (1-way),,"Jul. 1, 2019",24,✔,,,2,RFA,RFA,2021,"$1,900,000 ",2.30%,"$1,900,000 ","$1,900,000 ","$1,900,000 ","$1,900,000 ",$0 ,$0 
402,2,Vince Dunn,SEA,23,"Oct. 29, 1996",Canada,203 lbs - 92 kg,"6'0"" - 183 cm",LD/RD,Left,56 - Round 2 - 2015 (STL),,,,43,6,14,20,0.47,-8,73,0.08,19:14,3.47,73,164,95,0.25,5.29,11.89,6.89,410,356,53.52,773,659,53.98,532,487,52.21,30,31.75,48.58,,,,,,,,,STL,Standard (1-way),,"Dec. 31, 2020",23,,,,1,RFA,RFA,2021,"$1,875,000 ",2.30%,"$1,875,000 ","$1,875,000 ","$1,875,000 ","$1,875,000 ",$0 ,$0 
403,3,Brett Kulak,EDM,26,"Jan. 6, 1994",Canada,197 lbs - 89 kg,"6'2"" - 188 cm",LD/RD,Left,105 - Round 4 - 2012 (CGY),,,,46,2,6,8,0.17,3,57,0.04,16:06,1.8,56,111,70,0.15,4.68,9.27,5.85,370,279,57.01,702,547,56.2,504,388,56.5,26.63,23.74,52.87,,,,,,,,,MTL,Standard (1-way),✔,25-May-19,25,✔,,,3,RFA,UFA,2022,"$1,850,000 ",2.30%,"$1,850,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",$0 ,$0 
404,4,Justin Braun,,33,"Feb. 10, 1987",United States,205 lbs - 93 kg,"6'2"" - 188 cm",RD,Right,201 - Round 7 - 2007 (SJS),,,,53,1,5,6,0.11,0,59,0.02,18:31,1.79,59,119,82,0.11,3.6,7.27,5.01,422,521,44.75,788,925,46,603,700,46.28,33.59,45.26,42.6,,,,,,,,,PHI,Standard (1-way),✔,"Oct. 5, 2020",33,,,,2,UFA,UFA,2022,"$1,800,000 ",2.20%,"$1,800,000 ","$1,800,000 ","$1,800,000 ","$1,800,000 ",$0 ,$0 
405,5,Pierre-Édouard Bellemare,SEA,35,"Mar. 6, 1985",France,198 lbs - 90 kg,"6'0"" - 183 cm","C, LW",Left,,,,,53,9,2,11,0.21,6,60,0.15,11:19,6.47,58,99,78,0.67,6.02,10.28,8.1,232,293,44.19,445,559,44.32,316,401,44.07,20.65,23.7,46.56,,,,,,,,,COL,Standard (1-way),,"Jul. 1, 2019",34,,,,2,UFA,UFA,2021,"$1,800,000 ",2.20%,"$1,800,000 ","$1,450,000 ","$1,450,000 ","$1,450,000 ",$0 ,$0 
406,6,Blake Coleman,CGY,28,"Nov. 28, 1991",United States,207 lbs - 94 kg,"5'11"" - 180 cm","RW, LW",Left,75 - Round 3 - 2011 (NJD),,,,55,14,17,31,0.56,15,122,0.11,15:27,12.47,122,183,154,0.88,8.6,12.91,10.86,443,414,51.69,725,717,50.28,585,552,51.45,39.56,37.71,51.2,,,,,,,,,NJD,Standard (1-way),,"Jul. 17, 2018",26,✔,✔,,3,RFA,UFA,2021,"$1,800,000 ",2.30%,"$1,800,000 ","$1,800,000 ","$1,800,000 ","$1,800,000 ",$0 ,$0 
407,7,Luke Glendening,TBL,31,"Apr. 28, 1989",United States,191 lbs - 87 kg,"5'11"" - 180 cm","C, RW, LW",Right,,,,,54,6,9,15,0.28,3,67,0.09,14:48,6.79,67,110,92,0.51,5.03,8.26,6.91,300,481,38.4,527,879,37.47,394,647,37.85,23.95,43.94,35.28,,,,,,,,,DET,Standard (1-way),✔,"Jul. 14, 2016",27,,,,4,UFA,UFA,2021,"$1,800,000 ",2.50%,"$1,800,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
408,8,Erik Haula,NJD,29,"Mar. 23, 1991",Finland,193 lbs - 88 kg,"6'0"" - 183 cm","C, LW",Left,182 - Round 7 - 2009 (MIN),,,,51,9,12,21,0.41,4,85,0.11,16:00,12.05,85,143,122,0.89,6.25,10.52,8.97,376,450,45.52,683,760,47.33,520,580,47.27,34.24,41.32,45.31,,,,,,,,,NSH,Standard (1-way),,"Dec. 23, 2020",29,,,,1,UFA,UFA,2021,"$1,750,000 ",2.10%,"$1,750,000 ","$1,750,000 ","$1,750,000 ","$1,750,000 ",$0 ,$0 
409,9,Tyler Pitlick,NYR,28,"Nov. 1, 1991",United States,200 lbs - 91 kg,"6'2"" - 188 cm",RW,Right,31 - Round 2 - 2010 (EDM),,,,38,6,5,11,0.29,-1,56,0.11,16:21,7.19,56,126,94,0.69,5.41,12.18,9.08,234,320,42.24,497,635,43.9,359,459,43.89,22.27,34.17,39.46,,,,,,,,,ARI,Standard (1-way),,"Oct. 9, 2020",28,,,,2,UFA,UFA,2022,"$1,750,000 ",2.10%,"$1,750,000 ","$1,300,000 ","$1,300,000 ","$1,300,000 ",$0 ,$0 
410,10,Ryan Reaves,TOR,33,"Jan. 20, 1987",Canada,225 lbs - 102 kg,"6'2"" - 188 cm",RW,Right,156 - Round 5 - 2005 (STL),,,,37,1,4,5,0.14,0,26,0.04,9:55,3.58,26,54,36,0.57,4.25,8.82,5.88,144,175,45.14,325,322,50.23,221,234,48.57,14.97,15.38,49.32,,,,,,,,,VGK,Standard (1-way),✔,"Jun. 15, 2020",33,,,,2,UFA,UFA,2022,"$1,750,000 ",2.10%,"$1,750,000 ","$1,375,000 ","$1,375,000 ","$1,375,000 ",$0 ,$0 
411,11,Carl Gunnarsson,,33,"Nov. 9, 1986",Sweden,198 lbs - 90 kg,"6'2"" - 188 cm",LD,Left,194 - Round 7 - 2007 (TOR),,,,12,0,2,2,0.17,-2,6,0,14:25,0.16,6,17,10,0.06,2.08,5.89,3.47,58,106,35.36,107,185,36.64,80,142,36.04,5.18,8.09,39.04,,,,,,,,,STL,Standard (1-way),✔,"Jun. 27, 2019",32,,,M-NTC,2,UFA,UFA,2021,"$1,750,000 ",2.10%,"$1,750,000 ","$1,750,000 ","$1,750,000 ","$1,750,000 ",$0 ,$0 
412,12,Anthony Duclair,TBL,24,"Aug. 26, 1995",Canada,198 lbs - 90 kg,"5'11"" - 180 cm","LW, RW",Left,80 - Round 3 - 2013 (NYR),,,✔,43,10,22,32,0.74,27,104,0.1,15:41,12.31,104,167,130,1.1,9.25,14.86,11.57,411,304,57.48,691,513,57.39,535,413,56.43,40.38,23.21,63.5,,,,,,,,,FLA,Standard (1-way),,"Dec. 17, 2020",24,,,,1,UFA,RFA,2021,"$1,700,000 ",2.10%,"$1,700,000 ","$1,700,000 ","$1,700,000 ","$1,700,000 ",$0 ,$0 
413,13,Troy Stecher,EDM,26,"Apr. 7, 1994",Canada,186 lbs - 84 kg,"5'10"" - 178 cm",RD,Right,,,,,44,3,8,11,0.25,-13,55,0.05,17:18,1.94,55,129,82,0.15,4.33,10.16,6.46,325,388,45.58,562,673,45.51,441,530,45.42,24.25,30.72,44.11,,,,,,,,,DET,Standard (1-way),,"Oct. 10, 2020",26,,,,2,UFA,UFA,2022,"$1,700,000 ",2.10%,"$1,700,000 ","$1,200,000 ","$1,200,000 ","$1,200,000 ",$0 ,$0 
414,14,Sonny Milano,WSH,24,12-May-96,United States,194 lbs - 88 kg,"6'0"" - 183 cm","LW, RW",Left,16 - Round 1 - 2014 (CBJ),,,,6,0,0,0,0,0,8,0,14:44,0.89,8,16,13,0.6,5.43,10.86,8.82,51,24,68,99,59,62.66,75,39,65.79,4.26,2.06,67.45,,,,,,,,,ANA,Standard (1-way),✔,"Jul. 28, 2020",24,✔,,,2,RFA,UFA No QO,2022,"$1,700,000 ",2.10%,"$1,700,000 ","$1,600,000 ","$1,600,000 ","$1,600,000 ",$0 ,$0 
415,15,Nick Holden,,33,15-May-87,Canada,214 lbs - 97 kg,"6'4"" - 193 cm",LD,Left,,,,,17,0,2,2,0.12,3,23,0,15:50,1.54,23,46,32,0.34,5.12,10.25,7.13,134,124,51.94,263,233,53.02,189,168,52.94,12.95,12.11,51.68,,,,,,,,,VGK,Standard (1-way),✔,"Feb. 24, 2020",33,,,,2,UFA,UFA,2022,"$1,700,000 ",2.10%,"$1,700,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",$0 ,$0 
416,16,Braydon Coburn,,35,"Feb. 27, 1985",Canada,223 lbs - 101 kg,"6'5"" - 196 cm",LD,Left,8 - Round 1 - 2003 (ATL),,,,19,0,2,2,0.11,-3,18,0,16:02,0.86,18,38,27,0.17,3.54,7.48,5.31,133,204,39.47,233,377,38.2,185,275,40.22,11.05,18.8,37.01,,,,,,,,,TBL,Standard (1-way),✔,"Jun. 18, 2019",34,,,NTC,2,UFA,UFA,2021,"$1,700,000 ",2.10%,"$1,700,000 ","$1,600,000 ","$1,600,000 ","$1,600,000 ",$0 ,$0 
417,17,Noel Acciari,PIT,28,"Dec. 1, 1991",United States,203 lbs - 92 kg,"5'10"" - 178 cm","C, RW",Right,,,,,41,4,7,11,0.27,0,68,0.06,15:23,7.81,68,102,85,0.74,6.46,9.69,8.08,307,399,43.48,509,709,41.79,393,533,42.44,27.98,37.21,42.92,,,,,,,,,FLA,Standard (1-way),,"Jul. 1, 2019",27,,,M-NTC,3,UFA,UFA,2022,"$1,666,667 ",2.00%,"$1,666,667 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
418,18,Kyle Turris,,30,"Aug. 14, 1989",Canada,190 lbs - 86 kg,"6'1"" - 185 cm","C, RW",Right,3 - Round 1 - 2007 (ARI),,,,27,2,3,5,0.19,-11,27,0.07,12:19,2.5,26,49,35,0.47,4.92,9.27,6.63,115,190,37.7,221,331,40.04,168,255,39.72,9.77,15.26,39.06,,,,,,,,,EDM,Standard (1-way),,"Oct. 9, 2020",30,,,,2,UFA,UFA,2022,"$1,650,000 ",2.00%,"$1,650,000 ","$1,100,000 ","$1,100,000 ","$1,100,000 ",$0 ,$0 
419,19,Dean Kukan,,26,"Jul. 8, 1993",Switzerland,192 lbs - 87 kg,"6'2"" - 188 cm",LD/RD,Left,,,,,35,1,4,5,0.14,-3,29,0.03,14:11,0.62,29,50,36,0.07,3.5,6.04,4.34,236,234,50.21,393,440,47.18,309,326,48.66,15.31,18.39,45.42,,,,,,,,,CBJ,Standard (1-way),✔,"Feb. 7, 2020",26,✔,,,2,RFA,UFA,2022,"$1,650,000 ",2.00%,"$1,650,000 ","$1,300,000 ","$1,300,000 ","$1,300,000 ",$0 ,$0 
420,20,Jack Campbell,EDM,28,"Jan. 9, 1992",United States,197 lbs - 89 kg,"6'2"" - 188 cm",G,Left,11 - Round 1 - 2010 (DAL),,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,2,2.15,0.921,2.11,2.41,0.31,LAK,Standard (1-way),✔,"Sep. 7, 2019",28,,,,2,UFA,UFA,2022,"$1,650,000 ",2.00%,"$1,650,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
421,21,Cédric Paquette,,26,"Aug. 13, 1993",Canada,206 lbs - 93 kg,"6'1"" - 185 cm","C, LW, RW",Left,101 - Round 4 - 2012 (TBL),,,,47,4,4,8,0.17,-12,33,0.12,9:21,4.53,33,62,49,0.62,4.51,8.47,6.69,178,209,45.99,353,400,46.88,265,291,47.66,16.76,18.48,47.56,,,,,,,,,TBL,Standard (1-way),,"Jul. 5, 2019",25,✔,✔,,2,RFA,UFA,2021,"$1,650,000 ",2.00%,"$1,650,000 ","$1,650,000 ","$1,650,000 ","$1,650,000 ",$0 ,$0 
422,22,Ilya Mikheyev,VAN,25,"Oct. 10, 1994",Russia,195 lbs - 88 kg,"6'3"" - 191 cm","LW, RW",Left,,,,,54,7,10,17,0.31,5,107,0.07,14:12,10.6,103,167,138,0.86,8.36,13.56,11.21,345,376,47.85,588,683,46.26,463,522,47.01,32.49,31.34,50.9,,,,,,,,,TOR,Standard (1-way),,"Oct. 20, 2020",25,✔,✔,,2,RFA,UFA,2022,"$1,645,000 ",2.00%,"$1,645,000 ","$1,100,000 ","$1,100,000 ","$1,100,000 ",$0 ,$0 
423,23,Scott Harrington,,27,"Mar. 10, 1993",Canada,204 lbs - 93 kg,"6'2"" - 188 cm",LD,Left,54 - Round 2 - 2011 (PIT),,,,12,1,2,3,0.25,-3,8,0.13,16:20,0.16,8,16,11,0.05,2.45,4.88,3.37,79,107,42.47,138,198,41.07,108,144,42.86,3.98,8.02,33.17,,,,,,,,,CBJ,Standard (1-way),,"Jul. 5, 2019",26,✔,,,3,RFA,UFA,2022,"$1,633,333 ",2.00%,"$1,633,333 ","$1,600,000 ","$1,600,000 ","$1,600,000 ",$0 ,$0 
424,24,Robert Hägg,ANA,25,"Feb. 8, 1995",Sweden,204 lbs - 93 kg,"6'2"" - 188 cm",LD,Left,41 - Round 2 - 2013 (PHI),,,,34,2,3,5,0.15,-3,29,0.07,15:39,1.85,29,77,52,0.21,3.27,8.69,5.87,230,282,44.92,439,476,47.98,329,365,47.41,19.82,25.92,43.34,,,,,,,,,PHI,Standard (1-way),✔,"Sep. 28, 2020",25,✔,,,2,RFA,UFA,2022,"$1,600,000 ",2.00%,"$1,600,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
425,25,Anders Bjork,,23,"Aug. 5, 1996",United States,190 lbs - 86 kg,"6'0"" - 183 cm","LW, RW",Left,146 - Round 5 - 2014 (BOS),,,,45,5,6,11,0.24,-13,41,0.12,13:53,3.73,41,83,62,0.36,3.94,7.97,5.96,282,342,45.19,486,615,44.14,379,469,44.69,20.11,27.39,42.34,,,,,,,,,BOS,Standard (1-way),✔,"Jul. 29, 2020",23,✔,,,3,RFA,UFA No QO,2023,"$1,600,000 ",2.00%,"$1,600,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",$0 ,$0 
426,26,Michael Raffl,,31,"Dec. 1, 1988",Austria,200 lbs - 91 kg,"6'0"" - 183 cm","LW, RW",Left,,,,,44,4,7,11,0.25,-4,50,0.08,13:15,6.06,46,73,65,0.64,4.87,7.73,6.88,240,259,48.1,464,470,49.68,343,350,49.49,21.37,24.28,46.81,,,,,,,,,PHI,Standard (1-way),✔,"Mar. 26, 2019",30,,,,2,UFA,UFA,2021,"$1,600,000 ",2.00%,"$1,600,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",$0 ,$0 
427,27,Adam Pelech,NYI,25,"Aug. 16, 1994",Canada,218 lbs - 99 kg,"6'3"" - 191 cm",LD,Left,65 - Round 3 - 2012 (NYI),,,✔,56,4,10,14,0.25,15,82,0.05,21:02,4.04,82,180,123,0.21,4.18,9.17,6.26,548,589,48.2,968,1098,46.85,735,815,47.42,51.85,49.34,51.24,,,,,,,,,NYI,Standard (1-way),,"Jul. 24, 2017",22,,,,4,RFA,RFA,2021,"$1,600,000 ",2.10%,"$1,600,000 ","$2,500,000 ","$2,500,000 ","$2,500,000 ",$0 ,$0 
428,28,Brendan Lemieux,CAR,24,"Mar. 15, 1996",United States,213 lbs - 97 kg,"6'1"" - 185 cm","LW, RW",Left,31 - Round 2 - 2014 (BUF),,,,49,4,7,11,0.22,-2,50,0.08,10:07,4.13,48,89,65,0.53,6.1,11.3,8.26,185,242,43.33,341,459,42.62,264,341,43.64,14.46,20.17,41.76,,,,,,,,,NYR,Standard (1-way),,"Nov. 6, 2020",24,✔,✔,,2,RFA,UFA No QO,2022,"$1,550,000 ",1.90%,"$1,550,000 ","$1,450,000 ","$1,450,000 ","$1,450,000 ",$0 ,$0 
429,29,Lawson Crouse,UTA,23,"Jun. 23, 1997",Canada,220 lbs - 100 kg,"6'4"" - 193 cm","LW, RW",Left,11 - Round 1 - 2015 (FLA),,,✔,51,4,9,13,0.25,-10,70,0.06,14:17,8.53,70,135,112,0.7,5.76,11.11,9.22,258,427,37.65,509,792,39.11,386,588,39.63,22.69,38.42,37.13,,,,,,,,,ARI,Standard (1-way),,"Jul. 2, 2019",22,,,,3,RFA,RFA,2022,"$1,533,333 ",1.90%,"$1,533,333 ","$1,350,000 ","$1,350,000 ","$1,350,000 ",$0 ,$0 
430,30,Matt Martin,NYI,31,8-May-89,Canada,220 lbs - 100 kg,"6'3"" - 191 cm","LW, RW",Left,148 - Round 5 - 2008 (NYI),,,,54,6,5,11,0.2,-2,68,0.09,11:04,6.08,68,93,82,0.61,6.83,9.34,8.23,251,263,48.83,441,514,46.18,335,376,47.12,22.57,18.41,55.08,,,,,,,,,NYI,Standard (1-way),,"Jan. 11, 2021",31,,,,4,UFA,UFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$700,000 ","$1,500,000 ","$800,000 ",$0 
431,31,Mike Smith,,38,"Mar. 22, 1982",Canada,220 lbs - 100 kg,"6'5"" - 196 cm",G,Left,161 - Round 5 - 2001 (DAL),,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6,3,2.31,0.923,2.27,2.58,0.3,EDM,35+ (1-way),,"Oct. 10, 2020",38,,,NTC,1,UFA,UFA,2021,"$1,500,000 ",1.80%,"$2,000,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,"$500,000 "
432,32,Mikko Koivu,,37,"Mar. 12, 1983",Finland,213 lbs - 97 kg,"6'3"" - 191 cm",C,Left,6 - Round 1 - 2001 (MIN),,,,7,1,1,2,0.29,-2,3,0.33,12:27,0.15,3,7,4,0.1,2.06,4.8,2.75,31,53,36.9,52,102,33.77,39,78,33.33,1.9,5.27,26.5,,,,,,,,,CBJ,35+ (1-way),,"Oct. 10, 2020",37,,,NMC,1,UFA,UFA,2021,"$1,500,000 ",1.80%,"$1,750,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,"$250,000 "
433,33,Nick Cousins,FLA,26,"Jul. 20, 1993",Canada,183 lbs - 83 kg,"5'11"" - 180 cm","LW, C",Left,68 - Round 3 - 2011 (PHI),,,,52,5,13,18,0.35,4,60,0.08,13:21,5.48,60,96,76,0.47,5.18,8.28,6.56,357,322,52.58,656,547,54.53,486,420,53.64,29.55,26.19,53.01,,,,,,,,,NSH,Standard (1-way),,"Oct. 9, 2020",26,,,,2,UFA,UFA,2022,"$1,500,000 ",1.80%,"$1,500,000 ","$1,000,000 ","$1,000,000 ","$1,000,000 ",$0 ,$0 
434,34,Derek Grant,,30,"Apr. 20, 1990",Canada,209 lbs - 95 kg,"6'3"" - 191 cm","LW, C",Left,119 - Round 4 - 2008 (OTT),,,,46,6,9,15,0.33,-4,66,0.09,14:33,5.75,66,122,97,0.51,5.91,10.93,8.69,239,423,36.1,458,789,36.72,342,579,37.13,19.21,38.19,33.47,,,,,,,,,ANA,Standard (1-way),,"Oct. 9, 2020",30,,,,3,UFA,UFA,2023,"$1,500,000 ",1.80%,"$1,500,000 ","$1,250,000 ","$1,250,000 ","$1,250,000 ",$0 ,$0 
435,35,Wayne Simmonds,,31,"Aug. 26, 1988",Canada,185 lbs - 84 kg,"6'2"" - 188 cm","RW, LW",Right,61 - Round 2 - 2007 (LAK),,,,38,7,2,9,0.24,-3,62,0.11,11:59,5.79,60,100,80,0.81,8.36,13.93,11.14,246,166,59.71,448,319,58.41,340,227,59.96,21.49,12.19,63.81,,,,,,,,,TOR,Standard (1-way),,"Oct. 9, 2020",31,,,NTC,1,UFA,UFA,2021,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
436,36,Andrej Sekera,,34,"Jun. 8, 1986",Slovakia,195 lbs - 88 kg,"6'0"" - 183 cm",LD/RD,Left,71 - Round 3 - 2004 (BUF),,,,46,3,2,5,0.11,12,33,0.09,15:38,1.35,33,76,45,0.11,2.75,6.34,3.75,279,370,42.99,517,703,42.38,372,513,42.03,21.18,32.31,39.6,,,,,,,,,DAL,Standard (1-way),✔,"Oct. 4, 2020",34,,,,2,UFA,UFA,2022,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
437,37,Brian Elliott,,35,"Apr. 9, 1985",Canada,209 lbs - 95 kg,"6'2"" - 188 cm",G,Left,291 - Round 9 - 2003 (OTT),,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9,2,3.06,0.889,3.06,2.3,-0.76,PHI,35+ (1-way),✔,"Oct. 3, 2020",35,,,,1,UFA,UFA,2021,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
438,38,Laurent Brossoit,WPG,27,"Mar. 23, 1993",Canada,204 lbs - 93 kg,"6'3"" - 191 cm",G,Left,164 - Round 6 - 2011 (CGY),,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,2.42,0.919,2.42,2.43,0.01,WPG,Standard (1-way),✔,"Oct. 2, 2020",27,,,,1,UFA,UFA,2021,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
439,39,Samuel Blais,STL,24,"Jun. 17, 1996",Canada,205 lbs - 93 kg,"6'2"" - 188 cm","LW, RW",Left,176 - Round 6 - 2014 (STL),,,✔,36,8,7,15,0.42,0,31,0.26,12:03,3.22,31,52,40,0.46,4.44,7.45,5.73,167,205,44.89,314,378,45.38,232,284,44.96,13.84,18.59,42.68,,,,,,,,,STL,Standard (1-way),✔,"Apr. 15, 2020",24,✔,,,2,RFA,RFA,2022,"$1,500,000 ",1.80%,"$1,500,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",$0 ,$0 
440,40,Josh Archibald,,27,"Oct. 6, 1992",Canada,176 lbs - 80 kg,"5'10"" - 178 cm","RW, LW",Right,174 - Round 6 - 2011 (PIT),,,,52,7,6,13,0.25,2,62,0.11,13:32,9.48,60,99,83,0.85,5.35,8.83,7.41,262,387,40.36,476,727,39.57,360,528,40.54,26.36,37.52,41.26,,,,,,,,,EDM,Standard (1-way),✔,"Mar. 6, 2020",27,,,,2,UFA,UFA,2022,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,200,000 ","$1,500,000 ","$300,000 ",$0 
441,41,Austin Watson,TBL,28,"Jan. 13, 1992",United States,204 lbs - 93 kg,"6'4"" - 193 cm","RW, LW",Right,18 - Round 1 - 2010 (NSH),,,,34,3,7,10,0.29,-7,41,0.07,12:00,3.19,41,79,59,0.47,6.03,11.62,8.67,185,225,45.12,313,470,39.97,252,332,43.15,13.61,20.97,39.36,,,,,,,,,NSH,Standard (1-way),✔,"Oct. 31, 2019",28,,,,3,UFA,UFA,2023,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
