,Unnamed: 0,PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,SIGNING TEAM,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
430,30,Teddy Blueger,VAN,28,"Aug. 15, 1994",Latvia,185 lbs - 84 kg,"6'0"" - 183 cm","C, LW",Left,52 - Round 2 - 2012 (PIT),,,,68,6,22,28,0.41,4,97,0.06,14:56,13.28,97,160,133,0.8,5.81,9.59,7.97,431,524,45.13,848,1023,45.32,629,734,46.15,48.43,53.67,47.43,,,,,,,,,VAN,Standard (1-way),,"Jul. 1, 2023",28,,,,1,UFA,UFA,2024,"$1,900,000 ",2.30%,"$1,900,000 ","$1,900,000 ","$1,650,000 ","$1,900,000 ","$250,000 ",$0 
431,31,Brett Howden,VGK,25,"Mar. 29, 1998",Canada,197 lbs - 89 kg,"6'3"" - 191 cm","C, LW",Left,27 - Round 1 - 2016 (TBL),,,,72,8,11,19,0.26,-11,76,0.11,13:13,10.32,75,129,104,0.66,4.8,8.27,6.67,376,529,41.55,776,1140,40.5,531,796,40.02,37.86,58.32,39.36,,,,,,,,,VGK,Standard (1-way),,"Jul. 19, 2023",25,Yes,Yes,,2,RFA,UFA,2025,"$1,900,000 ",2.30%,"$1,900,000 ","$2,150,000 ","$775,000 ","$2,150,000 ","$1,375,000 ",$0 
432,32,Sonny Milano,WSH,27,12-May-96,United States,194 lbs - 88 kg,"6'0"" - 183 cm","LW, RW",Left,16 - Round 1 - 2014 (CBJ),,,,49,15,8,23,0.47,4,50,0.3,12:30,6.03,50,91,65,0.59,4.88,8.91,6.36,261,267,49.43,561,560,50.04,394,385,50.58,28.19,24.17,53.84,,,,,,,,,WSH,Standard (1-way),Yes,"Feb. 4, 2023",27,,,,3,UFA,UFA,2026,"$1,900,000 ",2.30%,"$1,900,000 ","$2,350,000 ","$2,350,000 ","$2,350,000 ",$0 ,$0 
433,33,Jacob Bryson,BUF,25,"Nov. 18, 1997",Canada,185 lbs - 84 kg,"5'9"" - 175 cm",LD/RD,Left,99 - Round 4 - 2017 (BUF),,,Yes,36,1,7,8,0.22,5,15,0.07,14:40,0.39,15,34,22,0.04,1.7,3.86,2.5,220,260,45.83,435,537,44.75,315,385,45,20.47,26.1,43.96,,,,,,,,,BUF,Standard (1-way),Yes,"Jul. 10, 2022",24,Yes,,,2,RFA,RFA,2024,"$1,850,000 ",2.20%,"$1,850,000 ","$1,900,000 ","$1,900,000 ","$1,900,000 ",$0 ,$0 
434,34,Colin Miller,WPG,30,"Oct. 29, 1992",Canada,193 lbs - 88 kg,"6'1"" - 185 cm",RD,Right,151 - Round 5 - 2012 (LAK),,,,46,4,5,9,0.2,8,69,0.06,15:42,1.91,68,170,97,0.16,5.77,14.42,8.23,372,353,51.31,769,665,53.63,541,496,52.17,35.29,36.64,49.06,,,,,,,,,DAL,Standard (1-way),,"Jul. 13, 2022",29,,,,2,UFA,UFA,2024,"$1,850,000 ",2.20%,"$1,850,000 ","$1,700,000 ","$1,700,000 ","$1,700,000 ",$0 ,$0 
435,35,Eric Comrie,BUF,27,"Jul. 6, 1995",Canada,175 lbs - 79 kg,"6'1"" - 185 cm",G,Left,59 - Round 2 - 2013 (WPG),,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3.7,0.874,3.69,3.57,-0.12,BUF,Standard (1-way),,"Jul. 13, 2022",26,,,,2,UFA,UFA,2024,"$1,800,000 ",2.20%,"$1,800,000 ","$1,800,000 ","$1,800,000 ","$1,800,000 ",$0 ,$0 
436,36,Casey DeSmith,VAN,31,"Aug. 13, 1991",United States,181 lbs - 82 kg,"6'0"" - 183 cm",G,Left,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,1,2.89,0.895,2.89,2.89,0.01,PIT,Standard (1-way),Yes,"Jul. 5, 2022",30,,,,2,UFA,UFA,2024,"$1,800,000 ",2.20%,"$1,800,000 ","$1,900,000 ","$1,900,000 ","$1,900,000 ",$0 ,$0 
437,37,Jordan Martinook,CAR,30,"Jul. 25, 1992",Canada,196 lbs - 89 kg,"6'0"" - 183 cm","LW, RW",Left,58 - Round 2 - 2012 (ARI),,,,82,14,18,32,0.39,-1,148,0.09,14:38,18.32,148,296,237,0.92,7.39,14.79,11.84,581,481,54.71,1355,962,58.48,932,691,57.42,58.67,46.89,55.58,,,,,,,,,CAR,Standard (1-way),,"Jul. 28, 2021",28,,,,3,UFA,UFA,2024,"$1,800,000 ",2.20%,"$1,800,000 ","$2,700,000 ","$2,700,000 ","$2,700,000 ",$0 ,$0 
438,38,Isac Lundeström,ANA,23,"Nov. 6, 1999",Sweden,191 lbs - 87 kg,"6'0"" - 183 cm","C, LW",Left,23 - Round 1 - 2018 (ANA),,,Yes,46,5,6,11,0.24,-1,38,0.13,14:20,7.79,37,74,61,0.72,3.44,6.88,5.67,222,338,39.64,473,713,39.88,338,490,40.82,26.38,36.11,42.21,,,,,,,,,ANA,Standard (1-way),,"Jul. 25, 2022",22,Yes,Yes,,2,RFA,RFA,2024,"$1,800,000 ",2.20%,"$1,800,000 ","$1,800,000 ","$1,800,000 ","$1,800,000 ",$0 ,$0 
439,39,Barrett Hayton,UTA,23,"Jun. 9, 2000",Canada,190 lbs - 86 kg,"6'1"" - 185 cm","C, LW",Left,5 - Round 1 - 2018 (ARI),,,Yes,33,3,7,10,0.3,-13,66,0.05,17:00,11.26,66,119,93,1.2,7.05,12.72,9.94,303,264,53.44,631,499,55.84,450,379,54.28,38.85,31.68,55.08,,,,,,,,,ARI,Standard (1-way),,"Sep. 20, 2022",22,,,,2,RFA,RFA,2024,"$1,775,000 ",2.20%,"$1,775,000 ","$2,130,000 ","$2,130,000 ","$2,130,000 ",$0 ,$0 
440,40,Nicolas Deslauriers,PHI,32,"Feb. 22, 1991",Canada,219 lbs - 99 kg,"6'3"" - 191 cm","LW, RW",Left,84 - Round 3 - 2009 (LAK),,,,60,1,3,4,0.07,-7,49,0.02,8:08,5.45,49,99,77,0.67,6.01,12.15,9.44,203,229,46.99,408,494,45.23,292,329,47.02,15.22,19.22,44.19,,,,,,,,,PHI,Standard (1-way),,"Jul. 13, 2022",31,,,M-NTC,4,UFA,UFA,2026,"$1,750,000 ",2.10%,"$1,750,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",$0 ,$0 
441,41,Travis Boyd,UTA,29,"Sep. 14, 1993",United States,190 lbs - 86 kg,"6'0"" - 183 cm","C, RW",Right,177 - Round 6 - 2011 (WSH),,,,16,2,6,8,0.5,3,12,0.17,9:37,1.66,12,26,18,0.65,4.68,10.14,7.02,56,86,39.44,120,178,40.27,90,130,40.9,7.3,8.36,46.59,,,,,,,,,ARI,Standard (1-way),Yes,"Mar. 5, 2022",28,,,,2,UFA,UFA,2024,"$1,750,000 ",2.10%,"$1,750,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",$0 ,$0 
442,42,Cal Clutterbuck,NYI,35,"Nov. 18, 1987",Canada,216 lbs - 98 kg,"5'11"" - 180 cm",RW,Right,72 - Round 3 - 2006 (MIN),,,,82,7,12,19,0.23,4,59,0.12,11:52,8.96,59,107,89,0.55,3.63,6.59,5.48,292,563,34.15,575,1240,31.68,434,822,34.54,29.22,57.07,33.86,,,,,,,,,NYI,Standard (1-way),Yes,"Mar. 21, 2022",34,,,,2,UFA,UFA,2024,"$1,750,000 ",2.10%,"$1,750,000 ","$1,750,000 ","$1,750,000 ","$1,750,000 ",$0 ,$0 
443,43,Laurent Brossoit,WPG,30,"Mar. 23, 1993",Canada,204 lbs - 93 kg,"6'3"" - 191 cm",G,Left,164 - Round 6 - 2011 (CGY),,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,3,2,0.927,2,2.82,0.82,WPG,Standard (1-way),,"Jul. 1, 2023",30,,,,1,UFA,UFA,2024,"$1,750,000 ",2.10%,"$1,750,000 ","$1,750,000 ","$1,750,000 ","$1,750,000 ",$0 ,$0 
444,44,Sean Durzi,UTA,24,"Oct. 21, 1998",Canada,188 lbs - 85 kg,"6'0"" - 183 cm",LD/RD,Right,52 - Round 2 - 2018 (TOR),,,Yes,76,9,32,41,0.54,-1,142,0.06,22:43,8.78,142,337,203,0.31,4.93,11.71,7.05,908,764,54.31,1851,1532,54.71,1342,1101,54.93,113.62,88.58,56.19,,,,,,,,,LAK,Standard (1-way),,"Sep. 15, 2022",23,,,,2,RFA,RFA,2024,"$1,700,000 ",2.10%,"$1,700,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",$0 ,$0 
445,45,Yakov Trenin,COL,26,"Jan. 13, 1997",Russia,201 lbs - 91 kg,"6'2"" - 188 cm","LW, C",Left,55 - Round 2 - 2015 (NSH),,,,76,12,5,17,0.22,15,116,0.1,14:34,16.68,115,241,183,0.91,6.3,13.21,10.02,480,554,46.42,999,1112,47.32,714,793,47.38,50.43,56.29,47.25,,,,,,,,,NSH,Standard (1-way),,"Aug. 5, 2022",25,Yes,Yes,,2,RFA,UFA,2024,"$1,700,000 ",2.10%,"$1,700,000 ","$1,700,000 ","$1,700,000 ","$1,700,000 ",$0 ,$0 
446,46,Jake Evans,MTL,27,"Jun. 2, 1996",Canada,190 lbs - 86 kg,"6'1"" - 185 cm",C,Right,207 - Round 7 - 2014 (MTL),,,,82,7,21,28,0.34,-1,81,0.09,16:01,10.25,81,174,123,0.47,3.7,7.95,5.62,475,873,35.24,962,1740,35.6,672,1231,35.31,47.87,102.75,31.78,,,,,,,,,MTL,Standard (1-way),Yes,"Oct. 3, 2021",26,Yes,,,3,RFA,UFA,2025,"$1,700,000 ",2.10%,"$1,700,000 ","$1,700,000 ","$1,700,000 ","$1,700,000 ",$0 ,$0 
447,47,Ryan Hartman,MIN,28,"Sep. 20, 1994",United States,189 lbs - 86 kg,"6'0"" - 183 cm","C, RW",Right,30 - Round 1 - 2013 (CHI),,,,74,21,24,45,0.61,4,173,0.12,16:31,21.7,173,345,263,1.08,8.61,17.17,13.09,608,553,52.37,1296,1133,53.36,908,793,53.38,66.84,59.98,52.71,,,,,,,,,MIN,Standard (1-way),Yes,"Apr. 22, 2021",26,Yes,,NMC,3,RFA,UFA,2024,"$1,700,000 ",2.10%,"$1,700,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",$0 ,$0 
448,48,Blake Lizotte,LAK,25,"Dec. 13, 1997",United States,175 lbs - 79 kg,"5'7"" - 170 cm",C,Left,,,,Yes,62,7,8,15,0.24,11,76,0.09,11:49,7.92,75,126,98,0.66,6.25,10.5,8.16,337,389,46.42,664,785,45.82,465,557,45.5,28.71,36.64,43.93,,,,,,,,,LAK,Standard (1-way),Yes,"Mar. 21, 2022",24,Yes,,,2,RFA,RFA,2024,"$1,675,000 ",2.10%,"$1,675,000 ","$1,675,000 ","$1,675,000 ","$1,675,000 ",$0 ,$0 
449,49,Anthony Deangelo,CAR,27,"Oct. 24, 1995",United States,180 lbs - 82 kg,"5'11"" - 180 cm",RD,Right,19 - Round 1 - 2014 (TBL),,,,31,3,8,11,0.35,-7,44,0.07,14:20,1.85,44,94,59,0.25,5.94,12.69,7.97,275,199,58.02,569,357,61.45,403,269,59.97,27.33,17.37,61.14,,,,,,,,,CAR,Standard (1-way),,"Jul. 24, 2023",27,,,,1,UFA,UFA,2024,"$1,675,000 ",2.00%,"$1,675,000 ","$1,675,000 ","$1,675,000 ","$1,675,000 ",$0 ,$0 
450,0,Cam York,PHI,22,"Jan. 5, 2001",United States,172 lbs - 78 kg,"5'11"" - 180 cm",LD/RD,Left,14 - Round 1 - 2019 (PHI),,,,82,10,20,30,0.37,-13,134,0.07,22:37,9.78,133,287,197,0.32,4.3,9.27,6.37,941,822,53.37,1817,1822,49.93,1331,1212,52.34,96.82,95.78,50.27,,,,,,,,,PHI,Standard (1-way),,"Jul. 10, 2023",22,,,,2,RFA,RFA,2025,"$1,600,000 ",1.90%,"$1,600,000 ","$1,600,000 ","$1,300,000 ","$1,600,000 ","$300,000 ",$0 
451,1,Pius Suter,VAN,27,24-May-96,Switzerland,176 lbs - 80 kg,"5'11"" - 180 cm","C, LW",Left,,,,,67,14,15,29,0.43,17,105,0.13,15:29,15.23,103,187,144,0.89,6.03,10.95,8.43,481,439,52.28,1014,856,54.22,719,625,53.5,53.93,43.2,55.52,,,,,,,,,VAN,Standard (1-way),,"Aug. 11, 2023",27,,,,2,UFA,UFA,2025,"$1,600,000 ",1.90%,"$1,600,000 ","$1,600,000 ","$1,600,000 ","$1,600,000 ",$0 ,$0 
452,2,Eric Robinson,BUF,28,"Jun. 14, 1995",United States,197 lbs - 89 kg,"6'2"" - 188 cm",LW,Left,,,,,47,3,7,10,0.21,-3,61,0.05,11:19,9,61,129,92,1.01,6.87,14.53,10.36,251,278,47.45,537,570,48.51,364,427,46.02,22.88,28.12,44.86,,,,,,,,,CBJ,Standard (1-way),Yes,"Jul. 28, 2021",27,,,,2,UFA,UFA,2024,"$1,600,000 ",2.00%,"$1,600,000 ","$1,700,000 ","$1,700,000 ","$1,700,000 ",$0 ,$0 
453,3,Jack McBain,UTA,23,"Jan. 6, 2000",Canada,218 lbs - 99 kg,"6'4"" - 193 cm","C, LW",Left,63 - Round 3 - 2018 (MIN),,,Yes,67,8,18,26,0.39,8,56,0.14,12:37,11.26,56,122,88,0.8,3.97,8.65,6.24,367,473,43.69,732,940,43.78,517,706,42.27,39.5,49.14,44.56,,,,,,,,,ARI,Standard (1-way),,"Jul. 30, 2023",23,Yes,Yes,,2,RFA,RFA,2025,"$1,599,999 ",1.90%,"$1,599,999 ","$1,599,999 ","$1,599,999 ","$1,599,999 ",$0 ,$0 
454,4,Alexandre Texier,CBJ,23,"Sep. 13, 1999",France,192 lbs - 87 kg,"6'1"" - 185 cm","LW, C, RW",Left,45 - Round 2 - 2017 (CBJ),,,Yes,78,12,18,30,0.38,-5,109,0.11,15:10,10.72,109,235,157,0.54,5.52,11.91,7.96,549,736,42.72,1168,1416,45.2,823,1058,43.75,51.52,84.8,37.79,,,,,,,,,CBJ,Standard (1-way),,"Jul. 28, 2021",21,,,,3,RFA,RFA,2024,"$1,525,000 ",1.90%,"$1,525,000 ","$1,750,000 ","$1,750,000 ","$1,750,000 ",$0 ,$0 
455,5,Matt Martin,NYI,34,8-May-89,Canada,220 lbs - 100 kg,"6'3"" - 191 cm","LW, RW",Left,148 - Round 5 - 2008 (NYI),,,,57,4,4,8,0.14,7,48,0.08,9:18,5.25,48,75,62,0.59,5.43,8.48,7.01,194,241,44.6,395,552,41.71,291,364,44.43,18.79,20.56,47.75,,,,,,,,,NYI,Standard (1-way),,"Jan. 11, 2021",31,,,,4,UFA,UFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
456,6,Brandon Hagel,TBL,24,"Aug. 27, 1998",Canada,175 lbs - 79 kg,"6'0"" - 183 cm",LW,Left,159 - Round 6 - 2016 (BUF),,,Yes,82,26,49,75,0.91,1,184,0.14,19:15,28.68,184,344,260,1.09,6.99,13.07,9.88,815,776,51.23,1642,1519,51.95,1181,1095,51.89,96.66,92.21,51.18,,,,,,,,,CHI,Standard (1-way),,"Aug. 6, 2021",22,,,,3,RFA,RFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$2,050,000 ","$2,050,000 ","$2,050,000 ",$0 ,$0 
457,7,Owen Tippett,PHI,24,"Feb. 16, 1999",Canada,183 lbs - 83 kg,"6'0"" - 183 cm","RW, LW",Right,10 - Round 1 - 2017 (FLA),,,Yes,78,28,25,53,0.68,-5,289,0.1,16:35,26.06,289,544,402,1.21,13.4,25.22,18.64,835,552,60.2,1591,1170,57.62,1177,790,59.84,81.05,57.67,58.43,,,,,,,,,PHI,Standard (1-way),,"Jul. 29, 2022",23,,,,2,RFA,RFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$1,750,000 ","$1,750,000 ","$1,750,000 ",$0 ,$0 
458,8,Jani Hakanpää,DAL,31,"Mar. 31, 1992",Finland,218 lbs - 99 kg,"6'5"" - 196 cm",RD,Right,104 - Round 4 - 2010 (STL),,,,64,2,10,12,0.19,10,56,0.04,18:38,1.58,56,146,85,0.08,2.82,7.34,4.26,491,728,40.28,965,1433,40.24,695,1023,40.45,48.78,71.81,40.45,,,,,,,,,DAL,Standard (1-way),,"Jul. 29, 2021",29,,,,3,UFA,UFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",$0 ,$0 
459,9,Antti Raanta,CAR,34,12-May-89,Finland,195 lbs - 88 kg,"6'0"" - 183 cm",G,Left,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,1,2.99,0.872,2.99,2.6,-0.39,CAR,Standard (1-way),Yes,"Jul. 1, 2023",34,,,,1,UFA,UFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
460,10,Eetu Luostarinen,FLA,24,"Sep. 2, 1998",Finland,184 lbs - 83 kg,"6'3"" - 191 cm","LW, C",Left,42 - Round 2 - 2017 (CAR),,,Yes,82,12,15,27,0.33,1,119,0.1,15:56,18.39,120,236,184,0.84,5.51,10.84,8.44,634,623,50.44,1333,1247,51.67,930,922,50.22,65.26,68.03,48.96,,,,,,,,,FLA,Standard (1-way),Yes,"Jul. 8, 2022",23,Yes,,,2,RFA,RFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
461,11,Pheonix Copley,LAK,31,"Jan. 18, 1992",United States,200 lbs - 91 kg,"6'4"" - 193 cm",G,Left,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,3.17,0.87,3.16,2.88,-0.28,LAK,Standard (1-way),Yes,"Feb. 10, 2023",31,,,,1,UFA,UFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$775,000 ","$1,500,000 ","$725,000 ",$0 
462,12,James Reimer,DET,35,"Mar. 15, 1988",Canada,220 lbs - 100 kg,"6'2"" - 188 cm",G,Left,99 - Round 4 - 2006 (TOR),,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,2,3.11,0.904,3.11,3.4,0.3,DET,35+ (1-way),,"Jul. 1, 2023",35,,,M-NTC,1,UFA,UFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
463,13,Alex Nedeljkovic,PIT,27,"Jan. 7, 1996",United States,189 lbs - 86 kg,"6'0"" - 183 cm",G,Left,37 - Round 2 - 2014 (CAR),,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7,1,2.97,0.902,2.97,2.99,0.02,PIT,Standard (1-way),,"Jul. 1, 2023",27,,,,1,UFA,UFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
464,14,Tomas Tatar,SEA,32,"Dec. 1, 1990",Slovakia,183 lbs - 83 kg,"5'10"" - 178 cm","LW, RW",Left,60 - Round 2 - 2009 (DET),,,,70,9,15,24,0.34,8,72,0.13,12:27,10.31,70,157,115,0.72,4.88,10.96,8.02,410,420,49.4,837,820,50.51,586,600,49.41,36.61,39.04,48.39,,,,,,,,,COL,Standard (1-way),,"Sep. 12, 2023",32,,,,1,UFA,UFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
465,15,Kailer Yamamoto,SEA,24,"Sep. 29, 1998",United States,153 lbs - 69 kg,"5'8"" - 173 cm",RW,Right,22 - Round 1 - 2017 (EDM),,,Yes,59,8,8,16,0.27,-9,61,0.13,11:59,9.61,61,108,87,0.82,5.17,9.16,7.38,350,267,56.73,785,536,59.42,532,385,58.02,38.4,25.29,60.29,,,,,,,,,SEA,Standard (1-way),,"Jul. 2, 2023",24,Yes,,,1,UFA,RFA,2024,"$1,500,000 ",1.80%,"$1,500,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
466,16,Michael Rasmussen,DET,24,"Apr. 17, 1999",Canada,221 lbs - 100 kg,"6'6"" - 198 cm","LW, C",Left,9 - Round 1 - 2017 (DET),,,Yes,75,13,20,33,0.44,8,101,0.13,15:11,16.17,101,185,148,0.85,5.32,9.74,7.79,452,614,42.4,901,1340,40.21,631,941,40.14,47.46,69.08,40.72,,,,,,,,,DET,Standard (1-way),Yes,"Jul. 22, 2021",22,,,,3,RFA,RFA,2024,"$1,460,000 ",1.80%,"$1,460,000 ","$1,900,000 ","$1,900,000 ","$1,900,000 ",$0 ,$0 
467,17,Eeli Tolvanen,SEA,24,"Apr. 22, 1999",Finland,191 lbs - 87 kg,"5'10"" - 178 cm","LW, RW",Left,30 - Round 1 - 2017 (NSH),,,Yes,81,16,25,41,0.51,-15,153,0.1,15:38,17.82,153,328,226,0.85,7.32,15.7,10.82,633,538,54.06,1434,1121,56.13,966,817,54.18,68.47,49.99,57.8,,,,,,,,,NSH,Standard (1-way),,"Aug. 30, 2021",22,,,,3,RFA,RFA,2024,"$1,450,000 ",1.80%,"$1,450,000 ","$1,450,000 ","$1,450,000 ","$1,450,000 ",$0 ,$0 
468,18,Fabian Zetterlund,SJS,23,"Aug. 25, 1999",Sweden,196 lbs - 89 kg,"5'11"" - 180 cm",RW,Right,63 - Round 3 - 2017 (NJD),,,Yes,82,24,20,44,0.54,-34,204,0.12,18:51,23.21,200,417,303,0.91,7.86,16.39,11.91,723,807,47.25,1502,1671,47.34,1073,1192,47.37,83.46,99.8,45.54,,,,,,,,,SJS,Standard (1-way),,"Jul. 1, 2023",23,Yes,,,2,RFA,RFA,2025,"$1,450,000 ",1.70%,"$1,450,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",$0 ,$0 
469,19,Jordan Harris,MTL,22,"Jul. 7, 2000",United States,189 lbs - 86 kg,"5'11"" - 180 cm",LD/RD,Left,71 - Round 3 - 2018 (MTL),,,Yes,56,3,11,14,0.25,-5,43,0.07,17:28,1.54,43,97,64,0.09,2.64,5.95,3.92,393,526,42.76,832,1064,43.88,581,749,43.68,38.42,57.85,39.9,,,,,,,,,MTL,Standard (1-way),Yes,"Feb. 10, 2023",22,Yes,,,2,RFA,RFA,2025,"$1,400,000 ",1.70%,"$1,400,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",$0 ,$0 
470,20,Dylan Samberg,WPG,24,"Jan. 24, 1999",United States,190 lbs - 86 kg,"6'3"" - 191 cm",LD,Left,43 - Round 2 - 2017 (WPG),,,Yes,78,1,17,18,0.23,16,77,0.01,15:37,2.12,77,180,108,0.11,3.86,9.02,5.42,536,589,47.64,1063,1221,46.54,762,870,46.69,49.39,64.7,43.29,,,,,,,,,WPG,Standard (1-way),,"Jul. 5, 2023",24,Yes,,,2,RFA,RFA,2025,"$1,400,000 ",1.70%,"$1,400,000 ","$1,300,000 ","$1,300,000 ","$1,300,000 ",$0 ,$0 
471,21,William Carrier,VGK,28,"Dec. 20, 1994",Canada,218 lbs - 99 kg,"6'2"" - 188 cm",LW,Left,57 - Round 2 - 2013 (STL),,,,39,6,2,8,0.21,3,65,0.09,11:10,7.67,65,126,97,1.06,8.94,17.35,13.36,238,181,56.8,469,402,53.85,340,275,55.28,22.77,14.3,61.42,,,,,,,,,VGK,Standard (1-way),Yes,"Feb. 27, 2020",25,Yes,,,4,RFA,UFA,2024,"$1,400,000 ",1.70%,"$1,400,000 ","$1,750,000 ","$1,750,000 ","$1,750,000 ",$0 ,$0 
472,22,Philippe Myers,TBL,26,"Jan. 25, 1997",Canada,210 lbs - 95 kg,"6'5"" - 196 cm",RD,Right,,,,,5,0,0,0,0,-2,6,0,11:41,0.14,6,17,9,0.14,6.16,17.44,9.24,29,26,52.73,67,52,56.3,46,36,56.1,3.04,3.25,48.33,,,,,,,,,TBL,Standard (1-way),Yes,"Aug. 26, 2022",26,Yes,,,1,RFA,UFA,2024,"$1,400,000 ",1.70%,"$1,400,000 ","$1,400,000 ","$900,000 ","$1,400,000 ","$500,000 ",$0 
473,23,Keegan Kolesar,VGK,26,"Apr. 8, 1997",Canada,216 lbs - 98 kg,"6'2"" - 188 cm",RW,Right,69 - Round 3 - 2015 (CBJ),,,,79,8,10,18,0.23,-8,73,0.11,10:51,7.28,72,140,104,0.51,5.09,9.9,7.36,348,411,45.85,744,882,45.76,495,607,44.92,31.32,35.29,47.02,,,,,,,,,VGK,Standard (1-way),,"Aug. 5, 2022",25,Yes,Yes,,3,RFA,UFA,2025,"$1,400,000 ",1.70%,"$1,400,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",$0 ,$0 
474,24,Ryan Poehling,PHI,24,"Jan. 3, 1999",United States,204 lbs - 93 kg,"6'2"" - 188 cm","C, LW",Left,25 - Round 1 - 2017 (MTL),,,Yes,77,11,17,28,0.36,-11,111,0.1,14:59,12.31,111,190,153,0.64,5.77,9.86,7.95,564,534,51.37,1090,1314,45.34,798,835,48.87,57.05,62.72,47.63,,,,,,,,,PHI,Standard (1-way),,"Jul. 1, 2023",24,Yes,,,1,UFA,RFA,2024,"$1,400,000 ",1.70%,"$1,400,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",$0 ,$0 
475,25,Timothy Liljegren,TOR,24,"Apr. 30, 1999",Sweden,190 lbs - 86 kg,"6'0"" - 183 cm",RD,Right,17 - Round 1 - 2017 (TOR),,,Yes,55,3,20,23,0.42,3,62,0.05,19:39,3.31,62,160,96,0.18,3.44,8.88,5.33,610,534,53.32,1162,1124,50.83,867,788,52.39,63.78,51.81,55.18,,,,,,,,,TOR,Standard (1-way),Yes,"Jun. 27, 2022",23,,,,2,RFA,RFA,2024,"$1,400,000 ",1.70%,"$1,400,000 ","$1,500,000 ","$1,500,000 ","$1,500,000 ",$0 ,$0 
476,26,Rasmus Sandin,WSH,23,"Mar. 7, 2000",Sweden,183 lbs - 83 kg,"5'11"" - 180 cm",LD,Left,29 - Round 1 - 2018 (TOR),,,Yes,68,3,20,23,0.34,-13,79,0.04,21:07,4.97,79,194,111,0.21,3.3,8.11,4.63,657,711,48.03,1326,1440,47.94,936,1026,47.71,69.27,70.86,49.43,,,,,,,,,TOR,Standard (1-way),,"Sep. 29, 2022",22,,,,2,RFA,RFA,2024,"$1,400,000 ",1.70%,"$1,400,000 ","$1,600,000 ","$1,600,000 ","$1,600,000 ",$0 ,$0 
477,27,Michael McLeod,NJD,25,"Feb. 3, 1998",Canada,188 lbs - 85 kg,"6'2"" - 188 cm",C,Right,12 - Round 1 - 2016 (NJD),,,Yes,45,10,9,19,0.42,6,73,0.14,15:08,10.19,73,125,101,0.9,6.43,11.01,8.89,335,349,48.98,667,682,49.44,473,484,49.43,32.75,37.57,46.57,,,,,,,,,NJD,Standard (1-way),,"Jul. 1, 2023",25,Yes,,,1,UFA,RFA,2024,"$1,400,000 ",1.70%,"$1,400,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",$0 ,$0 
